lon,lat,rainfall
3.6,48.2,27.6
2.2,47.8,62.9
3.2,49.0,52.6
2.0,48.3,66.0
3.8,45.1,50.9
4.5,48.1,48.5
2.1,45.3,70.2
2.0,48.3,88.2
5.4,46.6,29.5
2.5,48.8,47.2
2.4,48.2,51.1
4.5,47.8,67.8
5.6,49.1,78.0
6.9,47.4,30.2
3.5,49.5,50.5
2.6,49.2,11.3
2.3,45.3,55.5
3.0,49.5,50.1
2.5,48.1,57.9
2.0,49.8,55.6
3.4,48.7,78.1
2.8,48.9,53.8
2.1,47.7,29.4
3.8,49.8,30.9
6.1,48.5,58.6
3.5,47.1,66.4
5.6,45.3,45.4
5.6,49.9,60.6
2.1,49.4,44.3
6.8,48.2,14.2
2.7,47.8,51.2
5.6,48.0,30.7
3.9,49.4,29.3
6.3,49.6,53.0
7.0,46.5,34.6
3.0,46.5,36.2
6.1,45.2,68.7
4.5,50.0,21.5
6.8,49.8,38.1
5.3,48.9,37.6
5.0,47.2,70.8
3.1,47.8,64.6
5.6,48.9,74.2
3.4,46.1,45.1
6.2,46.1,55.8
6.9,47.8,25.5
2.0,48.4,34.9
6.8,47.6,64.4
3.8,46.5,37.9
4.4,46.9,56.6
6.6,47.9,42.9
5.9,45.3,56.0
3.2,49.9,28.9
2.5,49.9,75.3
6.2,49.2,69.3
5.7,46.8,37.3
6.3,48.3,77.9
3.9,48.2,76.0
4.5,47.0,56.7
4.3,49.4,21.3
3.6,47.8,66.0
3.7,45.2,50.4
5.6,46.5,51.3
5.8,48.7,43.6
6.3,49.3,56.3
6.2,48.1,50.9
5.8,48.3,51.1
3.7,48.9,61.0
5.6,47.1,29.8
6.9,45.7,59.0
6.6,46.5,41.8
6.9,47.5,46.8
2.2,48.5,17.1
5.1,46.8,61.6
3.1,46.2,49.1
3.2,47.1,66.8
6.2,49.0,84.6
5.8,48.1,19.8
3.6,47.4,59.4
4.6,46.4,38.4
2.9,46.3,69.5
2.0,46.2,53.2
6.5,48.0,48.2
5.5,45.6,43.1
4.6,49.0,34.7
2.3,47.4,56.4
4.1,49.8,51.5
3.9,46.2,35.8
2.9,48.4,52.9
2.8,46.9,57.4
2.9,49.9,44.5
5.0,48.1,40.8
2.6,48.4,41.1
3.2,45.7,27.3
6.7,46.8,37.0
3.1,48.6,60.7
5.8,46.7,73.4
5.0,48.9,58.0
4.1,48.7,25.3
5.0,45.5,63.3
2.7,45.6,50.0
4.4,45.6,65.7
6.9,45.2,91.7
4.1,46.6,70.1
3.2,48.4,58.6
6.6,47.5,37.0
5.1,45.7,59.0
5.6,47.8,41.0
4.7,49.5,45.4
2.1,45.2,64.7
5.8,47.1,55.8
6.9,45.9,45.6
5.6,45.2,66.3
6.0,45.2,42.3
6.3,47.7,32.3
7.0,47.6,48.7
3.4,46.4,85.2
4.2,48.3,74.2
4.7,46.4,52.6
2.8,46.6,28.7
4.4,45.0,34.6
3.4,45.6,49.1
6.2,47.0,41.8
3.7,47.3,49.3
2.4,46.0,21.9
2.1,48.9,33.3
6.3,47.7,38.6
6.3,48.5,37.4
6.7,46.6,54.0
2.4,47.9,36.7
4.0,46.0,52.9
4.1,46.9,43.0
6.3,47.9,13.8
3.3,46.4,45.1
3.5,46.1,50.3
5.7,47.6,61.1
2.9,48.1,58.1
5.2,48.8,51.1
5.7,48.9,41.2
2.9,45.9,49.1
3.1,45.3,51.2
5.5,48.1,16.6
6.0,49.7,42.4
6.8,49.6,20.7
3.5,48.8,68.5
4.7,46.1,3.2
2.7,46.1,77.0
4.2,47.8,70.0
3.3,46.3,47.8
3.7,48.3,71.7
6.0,49.1,35.7
6.0,46.5,36.4
5.5,49.5,60.6
2.6,47.1,49.6
3.4,47.2,53.6
6.7,48.3,36.8
4.3,49.0,38.3
5.1,48.6,47.1
2.1,47.7,71.6
4.6,49.2,50.1
5.4,49.7,47.9
2.3,49.7,63.6
2.6,46.5,39.1
3.8,46.9,44.8
6.7,48.9,93.5
3.2,48.5,41.0
2.1,48.5,50.5
6.0,49.0,43.2
6.2,48.5,40.6
4.7,46.4,44.4
6.5,47.8,10.0
2.9,46.7,39.3
3.4,46.5,63.1
2.1,46.6,44.1
4.9,47.0,39.2
6.4,47.1,9.2
5.0,46.4,40.8
2.4,48.2,43.8
5.5,48.8,45.2
5.4,47.8,65.3
2.8,48.3,38.4
6.1,46.1,56.4
6.6,48.4,52.1
4.0,50.0,13.4
3.5,46.8,64.3
4.9,46.0,33.7
6.9,46.5,51.9
5.6,46.1,45.9
6.0,47.9,60.8
5.8,49.7,63.6
6.8,45.3,73.0
6.1,49.2,57.7
3.3,46.8,50.4
3.2,46.8,41.5
3.2,46.9,36.1
3.1,48.0,9.9
3.0,45.8,49.1
6.7,49.6,41.9
6.8,46.9,62.7
2.4,48.6,47.2
2.3,49.9,77.1
6.3,48.0,58.0
4.8,49.2,51.4
3.1,46.1,37.4
4.3,45.5,53.5
2.4,47.0,46.8
6.9,46.7,26.5
2.7,45.6,33.7
6.0,47.5,38.9
6.8,48.8,63.9
5.6,46.1,30.6
2.4,46.8,40.5
4.9,45.2,67.2
2.6,47.3,42.1
6.3,49.7,44.5
5.4,45.8,66.0
6.7,45.6,64.8
2.7,45.6,27.5
4.3,47.7,66.7
4.7,46.8,52.0
2.5,48.6,45.5
5.4,49.2,42.1
4.8,45.3,42.8
3.7,49.9,56.1
4.1,47.7,77.5
6.0,48.5,85.3
3.8,49.5,25.5
6.9,46.4,64.9
6.6,47.3,39.4
2.4,49.6,59.0
6.3,46.6,35.8
5.4,49.8,66.3
2.3,48.2,36.4
6.8,48.3,64.9
6.2,45.5,42.2
6.2,46.9,30.8
6.6,46.2,50.8
6.6,47.4,18.3
3.1,48.8,66.7
6.7,48.7,77.6
2.2,48.5,51.1
6.4,46.3,40.0
4.3,48.5,32.7
6.2,47.4,73.2
3.4,47.4,100.9
5.8,48.1,62.0
6.0,45.7,74.9
2.4,49.7,65.1
6.6,48.1,32.6
6.1,46.8,44.1
5.0,47.9,41.7
5.5,48.4,46.4
3.7,49.3,76.0
4.4,47.6,49.1
2.7,48.4,38.7
4.5,46.5,33.1
5.9,46.9,41.9
4.8,45.4,37.4
2.7,48.3,22.6
6.1,48.3,41.4
5.7,45.3,52.8
2.2,47.0,47.9
6.0,45.5,55.3
6.3,47.8,30.5
4.6,46.8,55.7
3.9,48.9,50.5
2.4,47.1,37.7
6.1,50.0,64.6
2.0,48.5,55.1
3.7,46.3,44.6
3.6,45.6,38.8
6.6,48.6,44.5
4.2,46.6,62.7
6.4,45.4,35.9
2.4,47.9,49.9
6.2,45.5,37.9
5.1,46.2,51.3
4.7,47.3,55.0
3.5,48.9,67.9
4.5,47.1,43.0
3.4,46.5,66.2
4.3,45.9,42.5
5.8,46.9,31.5
5.1,45.2,41.6
5.4,46.8,45.9
6.5,46.3,49.2
2.3,45.6,33.3
3.0,45.8,35.4
5.6,49.6,72.0
4.0,46.8,50.1
5.3,48.5,65.2
6.5,49.6,66.0
5.7,45.6,58.2
6.7,48.0,40.9
2.8,49.5,57.5
5.8,49.7,62.4
5.5,47.1,55.0
2.0,47.0,54.4
2.2,49.8,49.5
2.2,48.7,71.8
4.6,49.3,58.0
5.9,48.9,25.7
4.0,48.3,80.4
2.0,47.0,26.9
2.9,47.0,73.3
6.7,48.4,32.0
3.2,49.2,31.8
6.3,45.3,60.5
3.9,49.4,63.2
4.6,47.7,55.8
4.4,47.7,49.2
2.7,48.9,31.9
3.8,49.2,61.6
7.0,46.1,57.0
4.8,49.0,42.7
4.3,45.2,38.9
4.7,48.6,67.2
3.3,47.8,75.8
4.8,48.6,56.7
5.6,49.2,49.1
2.5,49.8,42.6
3.4,47.3,46.4
3.0,47.6,79.6
5.7,46.7,47.0
6.7,46.4,53.4
4.1,47.9,87.8
5.2,46.8,25.7
2.2,47.1,75.7
2.7,45.5,31.3
3.9,45.5,25.7
5.3,49.6,34.9
5.2,45.9,20.3
3.0,49.1,64.2
2.7,48.6,57.0
6.7,47.2,54.9
3.8,46.1,39.6
4.3,45.3,50.3
2.5,49.4,54.1
6.6,48.4,45.5
5.3,45.9,61.2
4.5,45.3,34.2
4.2,49.6,9.0
2.3,46.4,65.3
3.1,46.3,59.3
6.3,48.1,39.1
5.1,47.6,50.7
3.0,46.3,46.2
2.9,46.0,37.9
3.8,49.5,47.3
5.1,46.5,50.6
4.7,45.4,42.3
4.6,48.1,49.4
6.3,49.3,34.8
6.3,45.2,48.4
6.2,45.8,50.8
5.5,46.1,46.4
4.0,48.5,59.1
3.3,46.4,63.0
6.8,49.3,56.1
2.2,46.2,40.7
5.1,47.9,59.6
6.2,45.3,68.1
3.4,48.9,51.9
6.9,50.0,34.3
6.4,48.4,68.7
3.0,48.1,40.5
3.4,46.4,58.3
6.5,48.7,40.0
2.5,47.5,63.2
2.9,46.0,38.3
5.0,48.6,55.8
2.7,47.8,45.1
4.9,49.6,73.0
4.9,47.3,57.4
5.0,49.6,52.0
3.3,49.0,62.0
6.1,45.9,84.4
6.9,47.9,34.9
3.4,48.7,42.4
6.3,45.2,58.2
3.5,45.6,22.1
3.7,49.5,20.9
5.9,47.1,66.9
2.7,49.7,49.4
2.3,46.4,49.9
3.9,48.2,51.1
2.6,47.2,31.3
2.4,49.6,69.8
4.9,48.7,52.1
2.9,47.1,43.8
3.5,48.8,46.2
5.6,48.8,34.9
2.5,45.1,55.1
7.0,48.1,62.9
3.5,45.3,22.8
4.7,48.9,54.7
6.0,45.1,47.7
3.2,49.1,35.4
3.7,48.4,45.9
3.0,49.9,64.4
3.9,45.7,28.0
5.7,47.3,41.3
5.6,47.1,45.1
2.9,45.9,34.7
4.4,47.0,65.1
5.4,46.1,56.1
5.7,45.1,70.3
5.2,47.2,81.5
3.0,46.8,75.1
6.3,47.6,45.0
3.4,47.2,29.4
3.8,49.6,33.5
4.8,46.3,55.2
6.3,49.4,64.6
5.2,45.7,26.8
5.5,47.3,40.9
3.1,45.4,56.7
3.8,48.2,57.0
2.7,49.5,52.9
5.7,48.1,51.0
6.7,48.4,48.3
5.7,47.6,56.6
2.6,47.2,49.2
5.5,49.9,57.0
4.2,49.9,41.3
2.5,48.3,28.2
7.0,49.1,33.3
5.6,49.4,45.7
5.1,46.1,11.5
6.4,49.0,77.1
3.6,45.7,60.9
5.3,48.2,46.6
4.3,49.7,48.1
2.6,48.0,28.1
4.7,46.7,92.6
5.2,49.3,66.7
4.4,47.2,52.5
2.6,49.2,56.7
2.4,47.7,33.3
5.3,45.8,38.7
6.2,46.2,58.9
6.6,48.9,39.2
3.9,49.9,24.3
6.7,49.7,41.2
6.1,47.5,33.8
4.1,45.9,74.2
4.0,45.4,48.8
3.7,47.2,58.3
2.3,45.1,24.6
2.0,49.5,46.1
3.2,48.2,32.6
3.3,48.7,59.4
5.6,46.5,41.0
2.8,48.3,66.6
5.5,45.5,48.3
5.7,46.3,37.5
4.3,49.2,62.1
2.6,46.9,54.1
5.6,45.9,33.6
6.6,46.1,28.8
3.8,48.2,59.6
5.8,47.9,53.7
5.7,45.5,55.6
2.3,49.3,38.4
2.3,49.5,52.4
5.4,45.7,32.6
6.2,46.7,27.2
6.6,48.6,24.9
2.7,47.2,52.9
4.9,46.8,66.2
3.4,49.8,36.1
3.1,46.6,52.7
5.7,49.0,72.3
4.1,46.8,76.3
4.2,47.5,47.8
6.2,49.8,63.8
3.2,48.2,85.3
4.6,46.7,35.0
6.1,46.4,26.5
2.7,47.5,44.1
5.0,48.1,37.8
6.2,47.9,66.6
5.8,45.6,42.0
6.4,47.1,20.4
2.2,48.4,93.5
5.5,48.2,36.9
3.0,46.8,63.0
4.8,47.7,56.4
5.9,45.8,70.3
4.1,45.6,49.4
5.5,46.0,35.3
6.2,46.4,51.1
6.7,48.8,65.2
4.7,48.0,48.3
3.6,45.0,36.3
4.0,47.7,76.4
6.3,46.9,22.5
3.2,46.8,68.5
6.4,49.0,59.4
2.3,47.5,62.9
6.9,45.9,48.3
2.6,46.1,57.0
6.4,46.6,51.0
4.7,46.7,46.4
4.8,47.0,35.0
6.9,49.4,24.9
6.8,46.7,44.0
6.0,47.9,33.6
5.3,45.0,49.3
5.4,45.9,34.1
2.7,48.8,46.4
4.3,47.2,51.5
4.1,46.6,65.9
2.5,46.5,36.4
2.1,47.3,54.0
2.1,45.0,33.0
5.7,46.6,6.2
4.2,49.8,49.8
4.5,45.7,31.4
3.3,45.0,63.1
4.7,45.0,38.6
2.6,48.6,41.9
2.8,47.8,27.8
6.1,50.0,73.6
2.1,46.7,56.5
6.6,45.8,63.9
3.7,47.7,68.3
6.7,45.9,36.2
2.3,48.5,47.9
3.6,45.9,38.0
5.0,46.8,75.1
6.7,47.7,29.8
2.5,48.7,55.7
6.0,49.0,56.8
5.1,46.8,35.3
5.2,47.5,34.7
7.0,47.8,38.5
3.6,46.7,69.8
3.8,48.6,55.3
4.7,45.5,59.3
5.1,47.6,47.6
3.6,47.2,47.8
5.5,46.1,62.1
2.4,46.2,59.4
3.0,46.8,43.5
2.1,49.3,61.5
5.7,45.6,68.0
6.7,48.3,25.5
5.8,47.2,49.6
2.9,48.3,47.5
3.4,46.4,71.2
5.4,49.2,84.2
3.5,45.5,65.5
4.0,49.0,29.0
3.3,45.7,10.5
4.7,46.0,34.0
6.3,45.6,84.9
3.2,49.2,63.2
4.6,48.7,35.3
5.3,45.3,53.6
2.0,49.5,63.6
3.3,49.8,31.6
4.8,49.7,50.1
6.1,45.9,35.6
3.1,48.3,20.7
6.5,45.7,56.7
6.1,46.8,46.2
4.0,49.9,28.4
6.1,48.2,38.8
6.2,48.7,65.1
3.4,49.9,22.4
2.6,45.9,58.4
2.5,47.9,67.9
6.4,45.3,57.1
4.5,47.3,51.1
5.4,49.4,31.7
4.0,45.1,46.0
5.9,47.6,33.5
6.1,49.2,43.3
6.5,46.6,23.4
5.2,49.6,70.3
6.5,48.2,54.0
6.3,45.3,56.8
3.4,48.3,60.8
4.9,46.9,48.5
3.3,45.8,60.1
5.2,49.6,48.6
6.5,49.9,51.7
4.4,48.9,37.4
6.1,49.2,63.1
2.1,50.0,76.2
6.3,45.1,45.3
6.7,45.6,70.2
3.6,49.7,40.6
5.5,47.9,21.6
6.1,47.1,62.5
2.6,45.8,49.3
4.1,45.2,29.0
3.0,48.8,28.0
5.7,45.1,44.9
4.0,47.2,49.5
2.0,45.3,47.6
3.3,48.7,63.1
3.0,47.7,51.5
2.4,46.3,29.2
4.7,46.2,44.3
3.7,47.9,61.9
3.1,45.6,59.4
6.7,48.2,44.3
3.6,49.7,30.3
2.6,47.3,55.7
4.6,48.5,31.6
6.5,46.4,49.0
5.9,47.6,44.3
2.7,47.6,67.7
3.5,46.9,80.8
3.2,46.0,51.4
6.6,48.2,46.6
3.4,49.8,40.0
2.8,47.3,60.1
4.3,45.6,38.5
5.1,46.8,63.7
2.8,48.4,47.1
2.1,47.5,42.6
2.5,46.5,59.8
5.3,49.3,40.4
2.8,48.1,57.2
3.3,49.4,28.5
5.4,49.9,40.8
6.4,48.0,31.6
6.8,46.0,38.6
3.9,47.9,66.3
3.1,45.6,59.3
5.7,48.9,37.6
5.6,45.5,61.2
6.9,47.4,-6.9
2.5,48.6,20.4
6.4,49.6,53.5
2.9,49.5,43.8
5.7,45.3,80.2
7.0,49.9,53.0
3.2,47.2,73.3
5.7,46.0,60.5
5.9,49.9,81.3
3.4,49.3,48.6
6.6,48.2,36.6
2.3,48.1,50.9
3.1,47.0,56.3
3.5,45.1,37.9
2.5,47.9,50.8
3.2,47.4,73.1
5.9,49.5,83.1
3.3,47.7,76.7
4.5,48.7,83.9
2.7,49.8,49.8
5.0,45.5,50.0
5.1,47.6,61.3
3.1,49.5,33.8
2.4,49.4,29.2
5.5,46.6,35.3
5.2,48.1,18.0
4.4,48.3,58.6
6.5,49.0,49.0
6.9,48.6,65.5
5.7,48.5,63.0
6.8,48.5,38.5
2.7,46.9,62.8
2.8,47.8,48.3
7.0,48.9,55.3
3.9,46.3,43.2
4.8,46.7,64.7
6.7,47.8,32.9
5.0,46.2,48.9
6.4,47.3,37.7
5.5,47.6,42.4
6.3,45.8,84.8
4.4,46.2,64.8
6.7,45.8,31.8
2.6,48.7,58.4
6.0,45.5,39.2
3.2,46.2,56.7
5.1,48.6,55.4
5.9,49.6,53.8
5.5,46.3,48.8
4.2,49.5,62.1
6.7,46.7,46.0
2.8,49.2,57.2
5.6,47.6,70.6
3.3,47.9,39.9
5.4,47.3,35.4
3.0,48.8,65.9
2.2,46.9,33.0
5.9,48.2,50.2
6.1,48.0,55.3
2.8,46.3,57.8
6.0,48.9,57.2
3.6,47.4,31.0
4.9,47.3,61.8
5.0,47.9,28.5
6.6,49.3,37.6
4.9,46.5,63.2
6.3,46.6,52.2
4.1,46.9,75.3
5.3,45.9,24.2
3.0,48.9,47.8
5.6,47.4,46.8
6.6,45.5,35.9
4.1,48.5,23.4
5.2,45.6,33.3
4.7,48.4,66.7
2.1,46.9,37.4
6.5,48.1,40.8
6.0,46.2,49.2
4.1,48.1,56.8
2.5,45.5,36.9
3.8,49.8,31.8
4.6,49.3,27.0
3.2,46.3,39.1
6.2,46.5,81.3
3.5,49.6,46.4
3.0,46.1,57.9
2.9,47.6,51.0
5.6,47.9,39.0
4.7,46.3,50.3
5.5,47.9,28.9
3.5,48.4,88.7
4.0,49.4,31.7
6.5,48.0,56.5
3.7,49.5,28.9
6.5,47.8,48.7
6.8,48.2,48.4
2.1,49.8,53.4
4.5,49.1,60.9
5.1,49.9,40.5
2.1,47.8,22.0
3.8,46.2,65.6
2.1,49.4,48.0
5.1,48.4,39.9
4.3,49.8,45.8
3.3,46.6,48.1
5.9,48.7,35.4
4.7,47.1,50.0
3.7,45.9,52.1
6.7,46.1,21.1
6.9,46.3,53.1
2.9,47.5,65.0
6.9,48.9,51.4
4.9,49.7,61.5
6.4,45.5,71.2
3.5,49.1,38.0
2.2,46.6,75.6
2.1,47.0,36.2
4.2,47.8,62.5
2.0,48.7,16.5
4.2,45.9,46.3
5.7,46.6,50.6
5.3,47.2,56.9
5.7,47.8,49.3
5.0,49.1,102.3
6.8,47.5,59.6
3.2,46.0,56.0
6.5,46.6,52.1
6.9,48.2,32.8
2.0,46.3,50.2
4.2,46.1,69.7
5.4,46.5,50.6
5.1,47.1,65.2
6.9,46.5,58.6
5.3,48.7,71.5
5.1,49.0,38.7
6.6,45.2,67.0
6.5,47.3,50.3
6.2,46.4,31.4
4.0,47.0,31.7
5.5,45.9,39.7
6.8,45.3,46.7
3.2,48.2,65.0
4.4,49.8,58.2
5.8,48.7,39.0
5.0,49.9,42.8
5.9,49.8,78.2
3.3,46.8,81.8
2.7,48.7,76.0
4.4,49.1,56.1
5.3,47.3,73.8
5.0,46.6,65.5
5.1,49.7,58.3
2.5,45.2,60.8
4.5,47.0,78.7
3.0,49.9,61.7
5.6,45.7,73.0
4.8,45.2,62.3
5.0,46.7,26.1
5.0,45.4,42.9
3.5,47.9,45.3
2.4,48.1,29.0
4.1,49.1,44.9
3.5,50.0,32.0
4.8,45.1,34.6
3.1,48.0,63.8
3.1,49.1,43.1
3.6,48.4,59.5
2.9,45.8,73.2
4.0,48.1,54.5
6.1,45.9,37.1
6.3,49.6,80.3
2.5,49.9,36.0
3.7,48.3,64.5
5.1,47.8,29.2
3.1,45.7,52.2
6.6,48.9,34.5
5.5,49.1,61.2
3.1,46.8,38.4
2.5,48.2,62.3
2.4,46.1,31.4
2.9,49.6,54.7
4.0,45.4,41.7
5.8,48.5,33.1
2.7,48.7,58.5
2.2,48.5,34.7
6.5,48.8,55.6
3.7,49.8,47.3
3.7,47.1,23.1
4.6,46.0,72.2
4.1,45.6,67.9
3.5,45.4,20.5
5.6,47.3,49.6
6.0,45.5,62.0
6.1,49.1,70.0
5.9,47.4,36.2
5.5,49.1,67.5
3.0,48.3,85.0
5.7,49.6,55.3
3.4,49.2,46.1
5.6,46.4,46.7
2.5,48.5,34.4
4.1,49.5,18.1
4.0,47.6,58.6
2.2,48.7,58.5
6.4,45.2,84.5
5.4,48.1,59.7
5.9,48.7,43.9
5.3,47.8,33.9
3.7,46.4,72.3
4.5,49.7,56.7
2.6,47.3,46.9
2.8,47.8,56.9
3.6,45.3,34.5
5.2,49.1,40.7
5.0,47.1,46.5
5.9,46.7,49.8
4.7,49.6,57.6
5.4,46.3,40.6
2.2,45.7,49.1
6.7,47.4,31.1
6.2,48.7,37.2
6.7,45.2,52.5
2.9,48.6,18.6
2.7,47.6,40.9
4.7,48.4,67.4
6.2,48.4,41.8
5.7,46.6,72.8
3.3,45.9,47.7
4.4,45.1,37.5
3.2,45.1,46.0
4.8,49.4,34.8
4.8,47.5,60.5
2.4,46.6,14.2
5.2,49.6,79.1
2.5,49.6,50.7
2.1,47.7,35.0
6.3,47.8,44.9
3.2,48.2,52.6
4.3,48.5,55.6
6.7,46.7,39.2
5.1,48.7,54.1
3.9,45.1,39.5
6.3,49.0,47.7
3.1,48.4,72.3
4.4,49.4,30.8
4.8,48.1,40.4
4.9,48.0,99.4
2.1,46.2,73.1
3.9,47.1,41.5
4.6,48.9,34.2
4.3,47.5,53.8
6.1,48.7,47.4
5.6,49.9,73.8
6.7,47.3,27.4
3.1,46.0,33.4
2.8,47.2,43.3
3.0,46.7,37.7
5.3,46.1,49.7
3.3,49.9,14.4
5.3,47.3,51.4
5.4,49.9,33.4
2.4,48.5,61.1
5.7,46.9,9.1
3.6,45.0,36.9
3.1,47.0,53.0
3.3,46.6,38.2
6.5,47.3,56.8
5.0,47.9,27.3
5.2,48.1,44.4
3.1,45.7,35.7
3.8,48.1,85.7
6.1,47.7,36.6
3.7,45.6,54.4
6.1,46.0,65.6
3.0,47.7,72.7
5.7,48.3,35.1
2.6,45.8,43.6
6.1,48.3,52.5
5.4,46.6,38.0
6.8,49.1,82.2
2.1,46.9,41.2
2.7,49.1,61.0
2.1,46.2,45.9
2.1,48.7,22.8
6.2,47.7,39.2
5.2,48.2,34.3
5.2,47.3,56.7
3.9,49.9,39.2
2.3,48.5,56.3
4.2,46.9,40.2
2.8,48.7,63.1
6.7,48.7,46.6
6.4,45.6,62.4
3.5,46.2,50.3
2.1,48.6,37.4
2.1,46.8,53.1
4.6,47.0,67.7
6.1,47.5,59.8
3.7,48.9,28.8
5.3,47.3,95.5
6.3,46.4,61.9
5.2,48.4,48.4
2.0,49.3,59.2
4.8,47.6,62.2
2.9,48.5,72.5
6.0,49.2,44.6
4.1,45.8,27.8
4.2,48.0,40.7
3.5,48.7,53.7
3.1,45.6,52.7
2.8,47.3,50.1
4.0,45.9,38.6
4.7,47.3,37.9
6.5,45.0,76.0
4.0,48.7,80.6
3.6,49.1,57.5
6.1,49.1,42.0
5.5,49.0,27.7
2.6,45.3,40.6
5.5,46.5,56.8
6.8,46.2,65.1
4.5,47.4,37.1
4.5,49.6,39.9
5.6,45.9,38.4
3.0,48.9,89.2
3.8,46.8,60.0
3.6,45.5,50.1
7.0,46.8,40.2
2.8,46.0,27.1
2.9,46.0,43.0
4.3,49.9,38.2
3.4,46.5,52.9
6.4,49.0,67.7
4.2,45.0,34.8
5.4,45.3,26.4
6.1,48.1,43.4
3.4,48.4,66.4
5.7,48.2,19.8
4.0,49.4,14.1
3.3,46.1,67.0
6.5,46.6,47.5
4.8,47.8,66.2
4.5,45.7,37.0
2.9,47.6,32.7
6.5,48.0,40.3
5.2,47.4,75.2
6.7,48.9,39.3
2.2,49.1,40.0
2.6,46.3,77.2
6.4,46.3,46.3
4.3,45.5,37.0
4.3,49.9,46.6
3.1,45.9,51.2
4.4,45.6,81.1
4.2,47.7,68.7
5.6,49.1,55.4
5.2,45.4,44.3
6.0,46.3,46.8
5.9,49.7,58.2
4.1,47.6,74.4
3.5,45.9,58.4
3.6,46.1,38.7
6.9,48.7,77.3
4.0,47.3,82.2
5.8,47.9,69.0
2.4,48.6,54.1
4.1,45.9,46.0
3.6,49.1,69.8
2.8,45.2,30.2
2.1,45.8,60.0
3.3,49.5,37.7
6.0,45.5,30.0
3.5,47.6,61.1
6.4,46.2,76.8
4.9,48.3,46.6
6.0,49.5,64.1
7.0,49.2,42.8
5.2,48.8,44.1
3.7,48.3,35.5
3.6,49.8,40.9
6.9,45.9,58.7
5.6,48.1,28.5
4.5,49.6,40.0
3.1,46.0,57.9
4.4,46.5,74.6
5.8,48.8,27.6
6.9,48.8,83.2
5.4,48.2,50.4
2.1,45.3,69.9
4.3,47.3,42.2
6.1,48.3,28.3
4.6,49.0,59.0
3.7,49.2,46.4
6.3,48.5,32.9
4.9,47.9,61.2
4.5,46.7,56.3
4.4,48.7,47.3
5.4,46.8,24.3
4.3,47.6,64.8
4.8,45.1,59.5
3.4,45.7,43.4
2.9,46.5,39.0
6.1,47.3,38.3
3.6,47.8,91.5
2.6,46.0,63.4
2.9,47.6,44.4
4.1,48.2,67.6
3.4,47.2,50.8
5.5,47.7,55.1
3.7,46.7,65.0
4.9,46.3,73.9
2.8,48.9,55.5
2.7,46.5,20.1
6.5,45.1,60.3
6.3,48.8,35.0
6.5,46.5,46.3
4.5,46.4,57.1
2.4,46.9,66.4
3.6,47.3,78.3
6.4,49.0,74.2
4.1,45.8,44.6
3.6,47.7,45.3
3.5,45.0,42.9
4.7,45.3,56.3
4.3,48.3,76.9
3.9,49.6,35.3
4.1,45.3,39.6
3.3,46.4,45.1
3.0,45.4,31.0
3.0,45.2,58.3
2.2,48.0,56.0
6.7,49.4,69.7
6.8,45.6,62.0
2.5,47.9,53.1
2.4,45.9,63.0
4.1,47.0,21.3
5.8,46.5,35.3
6.1,45.8,67.4
2.1,46.7,53.0
3.4,48.6,49.6
4.7,45.9,30.3
2.7,47.1,78.6
6.8,48.0,25.3
3.3,49.8,47.1
4.7,46.1,20.2
2.5,47.9,43.7
3.7,45.2,48.2
2.6,46.3,21.4
6.6,47.6,42.1
6.7,47.5,53.3
4.7,50.0,55.4
3.7,46.0,40.9
3.6,48.2,49.5
6.6,45.3,73.3
5.1,49.4,56.4
4.0,45.4,63.2
5.9,47.4,20.3
4.7,48.7,29.5
3.1,47.7,43.4
3.2,46.5,37.2
3.4,49.2,42.5
2.1,48.9,41.9
3.3,49.5,21.3
5.1,47.9,39.8
5.8,47.2,44.8
2.6,49.1,36.7
6.9,48.4,46.4
4.4,46.3,57.1
2.3,46.7,53.6
6.7,47.9,50.9
3.4,45.2,60.0
3.5,45.6,52.9
4.3,47.2,47.1
3.6,46.3,55.9
2.9,49.1,60.1
2.6,47.3,72.4
4.5,49.0,79.5
2.4,46.4,53.5
5.5,45.3,53.3
3.7,49.8,24.6
7.0,46.7,18.6
2.3,48.1,78.3
2.2,47.1,76.1
3.3,48.7,77.3
3.8,48.2,67.3
6.1,48.0,63.6
6.1,45.9,71.8
5.6,48.5,43.1
6.1,48.1,36.0
5.6,47.1,41.4
6.4,46.6,45.4
4.3,49.2,18.2
3.4,45.9,59.3
5.1,48.4,45.4
3.8,46.7,27.5
2.3,46.8,56.0
6.3,47.2,36.9
6.2,49.5,82.7
4.5,45.1,33.1
4.3,45.3,0.9
2.6,48.3,35.2
2.6,45.2,54.5
6.0,48.5,49.1
6.3,48.1,36.2
2.0,48.7,48.4
5.9,45.0,49.1
4.7,46.7,26.6
4.2,46.7,43.9
4.4,45.1,71.2
5.6,45.9,58.0
2.0,47.4,42.5
2.3,45.9,36.6
6.2,45.9,58.6
7.0,48.0,47.3
3.2,46.4,59.7
4.0,46.8,47.4
5.5,46.8,64.7
5.3,46.2,28.5
5.9,46.6,31.2
6.6,46.1,58.3
3.3,47.1,33.6
4.6,46.1,25.1
2.7,45.6,57.5
6.9,48.9,63.5
5.8,49.4,49.0
2.9,49.5,36.3
5.7,46.2,37.0
6.0,49.0,31.6
2.7,47.2,32.7
4.5,46.3,39.6
