individual_ID,sex,age_days_post_moult,body_mass_g,autotomy_regime,personality_PC1_pre,personality_category,OFT_pre_T1_latency_first_move_s,OFT_pre_T1_total_distance_cm,OFT_pre_T1_time_exposed_zone_s,OFT_pre_T1_time_central_zone_s,OFT_pre_T1_freezing_bouts_n,OFT_pre_T2_latency_first_move_s,OFT_pre_T2_total_distance_cm,OFT_pre_T2_time_exposed_zone_s,OFT_pre_T2_time_central_zone_s,OFT_pre_T2_freezing_bouts_n,OFT_pre_T3_latency_first_move_s,OFT_pre_T3_total_distance_cm,OFT_pre_T3_time_exposed_zone_s,OFT_pre_T3_time_central_zone_s,OFT_pre_T3_freezing_bouts_n,PCRT_pre_T1_latency_resume_s,PCRT_pre_T1_total_freeze_duration_s,PCRT_pre_T1_shelter_seeking_latency_s,PCRT_pre_T2_latency_resume_s,PCRT_pre_T2_total_freeze_duration_s,PCRT_pre_T2_shelter_seeking_latency_s,PCRT_pre_T3_latency_resume_s,PCRT_pre_T3_total_freeze_duration_s,PCRT_pre_T3_shelter_seeking_latency_s,autotomy_latency_s,autotomy_censored,autotomy_occurred,sham_pinch_duration_s,OFT_post_T1_latency_first_move_s,OFT_post_T1_total_distance_cm,OFT_post_T1_time_exposed_zone_s,OFT_post_T1_time_central_zone_s,OFT_post_T1_freezing_bouts_n,OFT_post_T2_latency_first_move_s,OFT_post_T2_total_distance_cm,OFT_post_T2_time_exposed_zone_s,OFT_post_T2_time_central_zone_s,OFT_post_T2_freezing_bouts_n,OFT_post_T3_latency_first_move_s,OFT_post_T3_total_distance_cm,OFT_post_T3_time_exposed_zone_s,OFT_post_T3_time_central_zone_s,OFT_post_T3_freezing_bouts_n,PCRT_post_T1_latency_resume_s,PCRT_post_T1_total_freeze_duration_s,PCRT_post_T1_shelter_seeking_latency_s,PCRT_post_T2_latency_resume_s,PCRT_post_T2_total_freeze_duration_s,PCRT_post_T2_shelter_seeking_latency_s,PCRT_post_T3_latency_resume_s,PCRT_post_T3_total_freeze_duration_s,PCRT_post_T3_shelter_seeking_latency_s,personality_PC1_post
GB065,F,8,1.27,sham,1.783,Bold,5.1,2000,364,165,6,5.7,2000,405,197,3,8.9,2000,396,193,2,2.0,7.6,300.0,1.0,11.3,300.0,1.3,9.7,300.0,,,,7.6,3.1,2000,405,192,2,3.4,2000,380,200,0,2.8,2000,342,193,1,2.2,3.6,300.0,1.4,6.1,196.6,3.1,4.3,295.7,1.861
GB066,M,16,0.91,autotomy,2.282,Bold,2.7,2000,479,192,5,2.3,2000,458,182,5,2.0,2000,473,223,9,2.1,3.5,300.0,1.9,6.2,300.0,1.0,4.1,300.0,3.7,False,True,,37.4,641,258,144,1,78.2,454,321,125,1,33.6,520,294,122,5,4.6,14.0,197.3,6.4,25.8,175.0,15.2,18.7,300.0,0.861
GB067,M,19,1.27,sham,0.686,Bold,9.2,894,295,124,7,6.0,2000,302,112,6,8.2,1615,291,151,4,9.7,20.1,149.8,7.8,20.0,185.0,18.3,25.2,231.5,,,,11.4,6.7,470,319,119,1,10.8,699,286,123,1,12.0,700,236,128,1,8.7,22.8,146.4,5.7,19.3,85.0,21.3,6.9,74.3,0.748
GB068,F,20,1.28,sham,-0.187,Intermediate,44.6,397,212,62,7,37.6,410,221,90,13,38.7,369,181,57,14,28.6,59.9,43.3,22.9,75.3,49.3,17.5,87.1,34.8,,,,26.0,85.8,263,154,92,7,124.0,343,171,81,5,114.2,516,164,96,7,10.6,24.7,106.9,11.4,23.3,83.2,7.4,29.4,122.8,-0.01
GB069,M,15,1.09,sham,-0.475,Shy,40.7,219,128,62,9,38.0,247,92,56,6,60.1,215,136,32,15,24.6,47.7,56.8,16.8,61.9,114.2,12.2,51.7,92.2,,,,26.0,98.3,244,169,79,32,83.7,165,160,70,27,23.6,199,158,75,21,40.2,87.8,25.2,34.8,103.7,16.9,36.0,171.8,60.9,-0.422
GB070,M,11,1.0,autotomy,-0.919,Shy,364.5,232,84,31,20,209.9,120,49,57,21,294.4,123,107,58,15,30.4,107.4,47.5,54.4,157.6,91.3,91.6,122.4,166.9,30.0,True,False,,168.3,328,10,0,45,153.6,181,10,23,21,452.6,272,10,25,50,101.5,170.6,21.2,82.8,111.3,16.4,94.3,295.0,13.4,-1.233
GB071,M,12,1.01,autotomy,-0.725,Shy,50.8,514,82,55,14,65.1,609,83,39,8,37.5,523,79,51,21,64.0,24.1,68.9,43.1,64.3,43.2,64.9,41.7,66.5,30.0,True,False,,145.3,97,65,10,20,267.7,181,70,30,13,142.0,269,80,31,29,71.0,211.1,37.6,73.1,104.3,94.3,56.9,127.7,15.0,-1.106
GB072,F,18,1.18,autotomy,-0.174,Intermediate,50.3,1068,75,61,5,19.0,1446,73,52,6,111.4,1023,109,57,11,15.3,28.4,178.2,6.6,39.0,285.0,19.9,58.2,300.0,30.0,True,False,,45.0,275,193,61,24,46.1,334,188,58,22,33.1,170,214,52,11,4.5,213.5,88.3,5.3,169.9,71.1,5.0,206.9,26.1,-0.274
GB073,M,18,1.03,autotomy,1.864,Bold,1.1,1583,398,156,3,1.0,1797,377,150,1,1.0,1869,398,162,2,5.4,5.4,263.4,2.5,17.0,300.0,3.6,7.3,300.0,2.0,False,True,,11.0,2000,294,122,3,13.5,1937,330,119,8,5.6,2000,288,101,2,8.2,11.1,72.7,9.3,27.4,141.3,4.7,25.0,80.3,0.855
GB074,F,18,1.06,sham,-0.097,Intermediate,32.6,495,183,81,14,42.1,452,205,66,3,50.1,430,203,74,5,17.2,76.6,38.6,18.4,42.1,37.1,12.1,45.0,38.6,,,,10.2,34.2,846,180,64,6,29.9,448,215,70,7,31.0,490,161,55,3,76.9,29.9,62.3,47.4,31.5,117.6,45.7,18.3,42.1,-0.105
GB075,F,18,1.37,autotomy,-1.126,Shy,355.1,245,132,4,43,425.2,234,129,29,41,336.8,648,159,29,26,97.9,161.2,109.3,126.8,166.6,83.2,95.1,122.4,123.1,30.0,True,False,,291.0,120,15,5,37,137.0,80,21,0,44,113.7,84,10,5,64,56.7,295.0,8.7,61.9,295.0,12.3,59.6,295.0,19.2,-1.58
GB076,F,10,1.34,autotomy,0.142,Intermediate,18.0,438,247,74,5,21.0,1403,282,63,7,10.1,677,287,73,10,22.5,24.4,234.4,11.3,57.5,164.2,10.2,51.9,156.9,30.0,True,False,,143.0,935,234,26,29,187.1,574,191,44,20,71.5,1062,223,44,29,86.1,32.7,37.5,46.6,39.4,31.1,80.3,32.7,53.5,-0.315
GB077,M,20,1.23,sham,0.078,Intermediate,130.2,224,183,91,30,72.9,365,214,50,40,115.9,291,198,72,24,7.0,25.0,25.4,8.7,64.4,36.8,11.2,72.5,48.7,,,,24.0,6.0,714,195,110,15,10.3,695,160,137,7,7.0,464,167,114,8,13.8,22.6,153.3,7.4,16.1,93.1,5.2,54.0,76.0,0.376
GB078,M,20,1.09,sham,-0.064,Intermediate,21.3,506,220,60,7,45.2,251,218,81,15,35.8,315,157,68,2,23.6,26.3,43.0,51.9,17.2,103.2,12.3,23.6,52.3,,,,9.3,10.0,968,239,94,4,9.3,776,182,104,8,12.7,1009,209,110,4,6.9,39.1,177.4,12.1,20.2,103.6,6.4,33.6,65.4,0.025
GB079,F,17,1.57,autotomy,0.9,Bold,5.4,2000,282,129,5,2.6,2000,266,114,8,2.2,2000,253,147,8,3.7,7.8,59.3,3.5,14.1,67.4,4.6,10.3,69.0,6.5,False,True,,5.5,597,174,58,7,7.7,556,158,55,6,10.1,1131,208,98,2,17.4,27.2,108.7,19.2,82.1,165.2,13.1,65.4,171.4,0.269
GB080,M,16,0.95,sham,-0.031,Intermediate,26.5,585,175,80,11,18.3,612,175,45,10,36.6,348,188,75,11,8.9,24.5,144.0,9.1,31.4,163.9,10.6,30.0,99.5,,,,9.5,30.4,1150,149,106,30,15.2,709,169,104,44,31.5,456,174,94,26,14.4,29.6,26.3,11.6,42.3,61.1,7.6,45.3,46.1,-0.021
GB081,F,13,1.18,sham,0.869,Bold,15.2,1311,301,112,11,16.1,861,330,110,9,19.3,548,293,116,8,30.2,24.6,300.0,8.7,23.3,181.9,13.4,8.2,300.0,,,,10.9,6.0,719,270,132,4,8.7,415,281,126,6,20.3,667,284,93,10,8.1,24.9,83.9,6.6,17.7,157.5,16.5,11.1,246.4,1.001
GB082,F,18,1.21,autotomy,-0.68,Shy,341.0,98,154,34,6,249.8,234,119,5,13,110.7,288,173,13,24,19.3,50.5,101.0,16.0,46.0,25.5,31.0,62.5,33.4,29.5,False,True,,83.2,498,155,56,41,113.0,453,139,33,34,199.9,651,79,66,31,23.9,268.5,29.7,45.0,167.0,40.3,39.8,164.1,53.2,-0.94
GB083,F,15,1.26,autotomy,1.881,Bold,5.7,2000,351,147,0,5.0,2000,367,185,0,2.6,2000,360,196,0,1.0,6.3,232.8,2.0,17.6,133.2,1.8,10.6,119.2,3.8,False,True,,10.4,695,240,135,11,14.6,332,252,116,9,11.5,329,230,104,11,23.8,35.1,300.0,14.1,11.1,215.2,21.0,43.0,146.4,0.465
GB084,F,13,1.13,sham,0.352,Intermediate,27.2,1766,225,85,5,43.8,275,247,61,4,54.1,654,244,78,4,6.9,12.1,100.3,14.0,8.5,113.0,7.5,19.2,50.4,,,,21.3,23.6,636,265,100,3,19.5,498,238,109,3,9.5,700,275,74,2,10.5,12.8,70.3,11.3,28.0,34.4,13.3,38.6,57.7,0.366
GB085,F,20,1.26,sham,0.5,Bold,6.1,996,276,131,28,10.0,621,288,113,13,5.2,689,276,149,31,7.3,26.1,47.6,6.8,33.3,119.3,5.3,43.2,118.5,,,,15.6,6.4,794,289,101,10,6.6,800,282,94,8,3.8,963,237,115,14,5.7,21.8,45.7,19.6,27.8,63.2,15.2,67.9,103.6,0.662
GB086,M,7,1.13,autotomy,-0.885,Shy,56.6,190,90,27,67,87.7,161,76,20,64,69.5,195,93,20,44,46.4,62.7,14.9,22.4,147.4,16.3,32.0,140.4,22.4,30.0,True,False,,65.2,478,47,0,29,132.3,626,29,3,21,110.3,645,68,18,10,54.2,234.5,54.3,68.1,276.3,26.9,96.3,149.1,22.4,-1.19
GB087,M,7,0.94,sham,0.372,Intermediate,9.3,1075,249,50,6,8.0,1331,253,52,8,9.8,1371,193,53,18,8.4,28.0,54.1,7.5,29.9,108.3,9.0,38.9,30.5,,,,6.7,21.2,744,243,101,4,11.3,748,263,86,13,33.3,641,241,108,3,15.0,28.7,178.4,19.9,14.2,300.0,20.8,21.8,123.9,0.42
GB088,M,15,0.85,autotomy,0.551,Bold,14.5,532,254,129,30,11.7,502,237,108,24,7.8,454,255,106,18,29.5,16.2,300.0,16.0,12.3,156.5,14.5,7.9,240.4,5.3,False,True,,52.2,1286,159,118,25,55.0,1226,116,125,23,38.7,676,158,111,32,27.5,47.7,64.4,60.4,42.6,77.8,28.2,67.6,184.0,0.028
GB089,F,17,1.15,sham,-1.07,Shy,227.2,410,123,27,46,244.0,399,155,22,18,222.1,410,204,0,26,150.0,141.6,5.2,84.0,202.9,9.2,131.3,175.5,9.6,,,,26.0,56.4,347,86,0,31,85.0,211,50,0,9,51.9,387,99,0,17,61.5,74.8,41.2,72.4,102.4,52.2,69.0,111.9,43.4,-1.112
GB090,M,20,1.4,autotomy,-1.759,Shy,337.7,51,47,6,61,242.6,59,45,0,58,143.2,50,10,14,66,101.2,197.9,36.8,49.8,192.9,14.5,83.3,292.6,50.1,30.0,True,False,,598.0,95,10,0,15,598.0,82,21,0,60,598.0,70,10,0,22,216.4,295.0,7.1,156.7,295.0,15.3,262.2,295.0,9.0,-2.231
GB091,F,15,1.09,autotomy,0.394,Intermediate,48.1,1259,191,82,5,36.5,1002,230,108,11,32.3,1253,178,123,12,25.9,24.1,163.8,9.4,9.0,248.0,13.4,8.3,162.4,8.3,False,True,,96.6,608,189,59,16,58.6,685,179,53,38,54.5,274,172,68,68,7.1,64.3,22.0,7.9,26.9,71.9,7.4,41.2,31.1,-0.041
GB092,M,10,0.91,autotomy,-0.589,Shy,39.9,957,173,32,57,31.4,717,108,42,30,37.4,336,171,37,22,38.1,271.6,59.1,21.0,213.6,47.8,30.8,265.2,40.6,30.0,True,False,,246.4,304,64,26,14,194.5,180,50,12,17,226.1,189,75,18,6,195.8,136.6,43.5,91.5,65.6,136.7,106.0,107.2,51.7,-0.965
GB093,F,19,0.86,autotomy,0.36,Intermediate,9.4,990,296,98,6,10.7,1335,276,73,7,12.0,872,279,76,11,19.7,52.2,130.3,8.5,29.4,95.3,9.0,46.9,72.3,15.5,False,True,,29.7,790,236,67,3,35.7,1012,274,67,3,33.1,725,239,63,6,30.6,29.1,241.8,25.6,16.2,142.2,22.8,30.4,149.0,0.123
GB094,M,15,1.0,autotomy,-1.391,Shy,176.0,130,146,10,35,169.4,170,158,9,53,112.6,225,140,19,70,188.3,295.0,24.1,184.8,295.0,21.8,157.0,171.8,52.5,30.0,True,False,,598.0,120,79,0,44,598.0,234,105,0,75,515.9,105,86,0,66,185.7,295.0,35.9,115.1,295.0,29.4,192.0,295.0,40.7,-1.881
GB095,F,9,1.33,sham,-1.461,Shy,124.6,480,38,0,43,155.6,247,33,0,63,89.6,249,56,0,51,195.2,295.0,10.3,158.8,225.6,7.8,156.8,295.0,31.3,,,,26.0,513.6,100,109,21,48,598.0,134,123,50,39,493.7,147,107,0,45,139.4,118.2,27.6,54.4,295.0,17.1,75.2,289.1,19.0,-1.504
GB096,F,13,1.13,sham,0.307,Intermediate,14.9,2000,202,108,14,62.6,1297,178,117,21,73.6,2000,178,121,18,59.9,30.1,72.2,48.7,20.7,40.1,33.5,36.6,43.0,,,,22.9,16.3,648,247,134,11,11.4,662,283,132,9,21.0,613,278,124,12,11.7,19.7,149.6,18.7,19.7,230.4,10.5,38.3,128.1,0.481
GB097,M,12,0.91,sham,-0.45,Shy,30.3,510,145,44,55,39.0,234,173,35,45,59.6,346,152,37,48,8.7,30.7,96.0,8.4,33.0,35.0,16.0,21.7,34.6,,,,16.9,61.2,292,151,64,16,79.0,299,152,24,27,20.7,446,173,56,11,24.0,139.1,83.2,42.6,271.9,79.7,72.5,119.7,55.2,-0.429
GB098,M,14,1.02,sham,-2.211,Shy,374.1,101,10,0,56,187.8,92,10,0,50,440.2,74,23,0,69,71.9,295.0,4.0,107.8,295.0,7.0,175.5,295.0,4.4,,,,26.0,337.2,100,13,0,62,157.0,83,10,0,81,275.8,50,10,0,69,97.6,295.0,17.1,181.0,295.0,9.5,77.7,295.0,11.2,-2.144
GB099,F,17,1.0,autotomy,1.443,Bold,5.6,1693,335,171,1,8.3,1989,320,162,1,9.3,1553,396,151,1,11.2,7.0,74.9,12.5,6.2,178.0,7.6,3.8,89.2,10.6,False,True,,9.9,187,215,60,5,10.0,534,194,85,3,9.2,638,244,91,16,13.1,46.1,159.5,8.7,53.9,160.8,8.9,23.0,117.6,0.404
GB100,M,15,0.92,autotomy,-1.408,Shy,104.5,182,57,4,59,339.3,97,29,3,54,184.2,213,23,24,60,41.4,218.0,15.1,64.3,153.4,16.0,26.2,165.3,27.1,30.0,True,False,,186.4,172,88,0,54,108.6,207,126,0,53,170.0,387,169,0,55,64.8,263.6,6.5,81.0,255.3,22.3,47.3,193.8,12.6,-1.693
GB101,M,20,0.83,sham,2.473,Bold,1.2,2000,408,226,1,1.0,2000,380,228,0,1.0,2000,416,202,1,4.3,2.0,300.0,5.3,1.8,300.0,3.4,1.3,300.0,,,,1.5,1.0,2000,393,223,7,1.5,1580,393,233,1,1.4,1713,409,224,0,5.5,1.8,300.0,3.5,2.2,300.0,3.0,1.5,270.9,2.363
GB102,M,11,1.06,sham,-0.724,Shy,29.1,244,131,48,56,21.5,417,169,63,27,42.0,292,147,45,39,29.8,118.9,29.2,34.6,134.5,20.6,56.2,107.8,21.7,,,,15.9,131.9,182,174,48,28,117.1,315,173,7,26,72.1,143,175,37,17,30.0,200.7,20.6,54.3,174.5,38.1,51.9,194.5,44.2,-0.838
GB103,M,7,1.26,sham,0.302,Intermediate,35.8,1957,207,101,8,29.1,1361,246,122,12,15.6,1844,223,121,10,15.3,119.3,66.0,12.7,86.9,99.1,19.7,43.3,64.5,,,,9.9,10.5,479,307,95,0,8.8,330,279,94,1,10.2,1124,283,84,2,19.0,50.4,244.5,51.3,49.2,145.8,42.1,43.4,178.6,0.42
GB104,M,9,1.07,sham,1.547,Bold,1.4,2000,343,154,7,2.4,1653,394,124,1,2.3,2000,367,169,5,2.1,11.6,96.6,1.7,9.5,79.5,2.3,17.4,110.4,,,,5.8,6.8,1485,357,132,0,7.1,1116,366,161,1,2.3,1299,346,150,12,7.8,23.0,300.0,13.2,15.0,226.7,22.9,39.5,300.0,1.513
GB105,F,16,1.09,autotomy,1.579,Bold,25.9,2000,386,166,4,8.8,1357,361,158,3,14.2,1156,329,143,4,3.2,5.7,300.0,3.1,6.4,300.0,3.7,8.4,300.0,3.5,False,True,,13.9,806,232,123,11,15.4,964,178,144,2,23.6,2000,221,120,3,6.1,69.3,135.0,4.4,35.1,298.4,6.2,40.3,117.2,0.546
GB106,F,18,0.94,autotomy,2.086,Bold,1.6,567,394,175,4,2.5,1403,423,145,0,1.4,1044,424,155,1,7.2,4.4,300.0,4.4,3.2,300.0,3.7,8.2,300.0,2.6,False,True,,5.6,697,246,108,1,6.8,602,275,82,2,10.2,495,262,98,8,9.0,19.8,269.3,9.0,13.0,235.5,11.7,33.8,205.2,0.776
GB107,F,14,1.27,sham,-1.423,Shy,198.9,80,65,0,20,379.8,115,46,0,48,331.8,70,53,0,33,106.4,31.8,18.7,97.5,33.2,34.8,94.1,28.9,10.9,,,,26.0,221.3,288,60,1,15,193.7,204,60,0,13,331.0,194,49,0,27,56.1,205.0,14.7,57.0,295.0,9.3,89.2,295.0,26.4,-1.585
GB108,F,21,0.98,autotomy,-1.036,Shy,117.0,242,183,50,39,98.3,243,178,60,59,78.5,184,156,69,59,37.5,50.9,32.7,16.6,121.7,33.2,43.6,105.5,27.0,30.0,True,False,,75.5,432,127,15,50,76.2,320,91,19,60,114.8,350,76,3,54,126.6,222.3,13.8,142.2,165.6,38.9,43.3,90.2,11.6,-1.466
GB109,F,17,1.01,autotomy,0.326,Intermediate,10.9,239,210,95,6,12.2,497,213,72,16,7.6,392,222,55,13,25.8,11.1,83.8,21.8,11.6,74.9,13.7,16.6,86.7,24.6,False,True,,30.4,433,149,58,35,50.3,436,161,64,47,50.0,314,170,39,27,54.6,45.5,117.0,22.8,104.1,96.2,39.7,33.6,207.8,-0.267
GB110,F,12,1.25,sham,0.94,Bold,19.1,1178,318,122,7,16.8,2000,281,128,3,7.2,1929,319,124,10,11.0,17.5,69.9,7.9,29.7,237.4,4.0,17.4,95.0,,,,12.8,4.4,1084,240,111,4,5.9,645,258,103,3,4.0,1277,271,80,3,6.6,17.4,300.0,5.1,15.7,300.0,2.6,14.9,300.0,0.996
GB111,F,14,1.16,sham,0.089,Intermediate,52.5,258,162,85,9,25.8,314,174,87,15,64.6,301,171,76,21,24.7,53.3,100.7,35.3,35.1,149.5,22.1,45.9,47.1,,,,26.0,29.9,1104,247,48,16,31.6,635,240,68,3,11.4,939,209,77,13,10.9,22.2,57.6,9.9,55.9,128.6,13.9,39.2,70.3,-0.02
GB112,F,15,1.08,sham,-1.538,Shy,160.3,235,10,5,36,127.7,143,63,7,62,206.8,199,51,8,61,78.7,113.5,34.4,85.3,278.0,19.1,70.0,146.0,10.5,,,,26.0,176.5,480,66,0,30,126.1,363,62,2,27,125.8,343,65,0,35,55.8,61.1,10.4,139.8,153.3,9.7,130.3,191.1,19.6,-1.475
GB113,M,10,1.16,sham,0.397,Intermediate,16.5,710,191,110,8,14.3,699,229,105,18,18.7,1184,246,84,20,18.9,44.9,60.0,10.0,38.0,126.8,6.8,68.4,57.9,,,,7.2,7.7,620,148,105,12,17.4,516,170,98,20,7.5,364,165,93,16,10.6,43.8,121.5,13.6,45.5,163.9,7.3,22.9,151.9,0.488
GB114,F,7,1.12,sham,-0.094,Intermediate,79.5,622,229,87,58,49.7,498,259,116,63,45.3,631,267,82,32,10.6,33.0,47.0,21.4,38.9,40.7,16.1,53.0,64.8,,,,21.0,55.4,198,162,45,15,87.5,309,185,65,1,33.0,347,183,62,8,20.6,44.5,159.7,15.8,70.7,89.5,15.0,40.8,193.2,-0.165
GB115,F,20,1.44,sham,-0.106,Intermediate,56.6,401,179,64,24,62.8,633,149,57,7,56.1,312,188,48,14,13.5,75.7,40.0,8.5,104.9,101.0,9.5,35.9,56.2,,,,26.0,47.6,568,252,103,12,60.0,486,216,79,6,50.5,809,188,100,3,10.9,38.2,69.1,9.7,35.5,82.7,13.8,30.9,26.3,0.11
GB116,F,7,1.09,autotomy,-2.178,Shy,472.8,69,10,0,56,371.7,100,17,0,56,560.5,81,10,0,57,167.1,295.0,10.2,108.2,295.0,10.1,182.8,295.0,8.3,30.0,True,False,,598.0,120,10,0,61,598.0,73,10,0,66,598.0,88,10,0,61,103.0,295.0,2.3,119.1,295.0,3.1,181.3,171.6,6.9,-2.39
GB117,M,16,1.04,autotomy,0.697,Bold,12.8,1320,300,85,3,7.4,1015,270,62,6,18.2,1178,278,98,3,4.1,23.6,300.0,5.7,24.9,209.4,6.2,37.4,225.6,6.0,False,True,,13.2,734,213,62,18,10.8,1029,190,89,11,17.2,1060,211,99,6,8.3,29.1,58.8,8.2,42.9,78.0,28.9,68.1,64.5,0.067
GB118,F,10,1.12,sham,0.245,Intermediate,24.5,1235,216,107,13,33.7,1137,208,118,8,41.5,988,258,94,15,15.6,19.9,54.1,11.4,16.4,31.6,13.8,15.0,76.9,,,,11.6,36.1,535,216,65,15,21.4,396,239,61,12,20.0,1055,280,83,4,28.2,88.1,131.0,13.2,115.5,100.2,8.6,65.1,72.7,0.077
GB119,M,18,1.19,sham,1.695,Bold,4.3,1812,330,180,5,3.3,2000,334,161,3,4.1,2000,335,173,8,2.6,4.4,207.4,5.9,2.7,174.9,6.5,2.8,214.1,,,,2.1,3.6,2000,396,153,1,4.2,2000,389,134,1,3.8,1992,396,127,0,3.6,10.4,129.9,3.0,4.9,134.6,9.1,10.5,300.0,1.829
GB120,F,20,1.26,autotomy,0.025,Intermediate,32.5,185,160,79,2,35.3,250,131,54,6,31.8,397,153,73,4,9.9,37.1,73.6,17.3,104.6,99.8,11.3,42.6,104.3,30.0,True,False,,36.1,1372,114,48,27,40.5,1055,109,52,12,23.2,987,162,65,39,44.1,42.5,31.4,32.0,90.2,58.8,42.4,49.5,47.9,-0.203
