individual_ID,sex,age_days_post_moult,body_mass_g,autotomy_regime,personality_PC1_pre,personality_category,OFT_pre_T1_latency_first_move_s,OFT_pre_T1_total_distance_cm,OFT_pre_T1_time_exposed_zone_s,OFT_pre_T1_time_central_zone_s,OFT_pre_T1_freezing_bouts_n,OFT_pre_T2_latency_first_move_s,OFT_pre_T2_total_distance_cm,OFT_pre_T2_time_exposed_zone_s,OFT_pre_T2_time_central_zone_s,OFT_pre_T2_freezing_bouts_n,OFT_pre_T3_latency_first_move_s,OFT_pre_T3_total_distance_cm,OFT_pre_T3_time_exposed_zone_s,OFT_pre_T3_time_central_zone_s,OFT_pre_T3_freezing_bouts_n,PCRT_pre_T1_latency_resume_s,PCRT_pre_T1_total_freeze_duration_s,PCRT_pre_T1_shelter_seeking_latency_s,PCRT_pre_T2_latency_resume_s,PCRT_pre_T2_total_freeze_duration_s,PCRT_pre_T2_shelter_seeking_latency_s,PCRT_pre_T3_latency_resume_s,PCRT_pre_T3_total_freeze_duration_s,PCRT_pre_T3_shelter_seeking_latency_s,autotomy_latency_s,autotomy_censored,autotomy_occurred,sham_pinch_duration_s,OFT_post_T1_latency_first_move_s,OFT_post_T1_total_distance_cm,OFT_post_T1_time_exposed_zone_s,OFT_post_T1_time_central_zone_s,OFT_post_T1_freezing_bouts_n,OFT_post_T2_latency_first_move_s,OFT_post_T2_total_distance_cm,OFT_post_T2_time_exposed_zone_s,OFT_post_T2_time_central_zone_s,OFT_post_T2_freezing_bouts_n,OFT_post_T3_latency_first_move_s,OFT_post_T3_total_distance_cm,OFT_post_T3_time_exposed_zone_s,OFT_post_T3_time_central_zone_s,OFT_post_T3_freezing_bouts_n,PCRT_post_T1_latency_resume_s,PCRT_post_T1_total_freeze_duration_s,PCRT_post_T1_shelter_seeking_latency_s,PCRT_post_T2_latency_resume_s,PCRT_post_T2_total_freeze_duration_s,PCRT_post_T2_shelter_seeking_latency_s,PCRT_post_T3_latency_resume_s,PCRT_post_T3_total_freeze_duration_s,PCRT_post_T3_shelter_seeking_latency_s,personality_PC1_post
GB066,M,20,0.99,sham,0.383,Intermediate,20.5,1105,215,119,4,18.0,1009,227,106,6,36.7,472,245,123,1,41.5,42.1,126.4,29.8,24.7,106.7,13.7,45.3,56.8,,,,10.5,43.6,836,176,104,5,54.8,396,220,97,8,30.8,542,184,117,5,13.3,208.2,51.4,18.1,46.9,58.9,20.3,102.8,57.5,0.246
GB067,M,8,0.96,sham,0.492,Intermediate,31.6,1169,257,114,3,47.8,1284,264,105,10,45.7,603,248,94,3,8.9,13.2,105.3,8.4,15.8,125.3,18.9,13.7,125.1,,,,8.9,5.5,1060,269,95,11,7.3,827,250,101,7,4.3,1345,266,104,6,15.0,39.8,103.8,12.4,25.0,95.9,15.2,35.1,40.9,0.672
GB068,M,16,1.05,autotomy,-1.527,Shy,128.3,86,92,0,64,191.3,146,85,0,66,142.8,107,61,0,58,169.0,295.0,39.8,99.9,295.0,17.3,95.6,295.0,27.5,30.0,True,False,,326.6,50,19,12,35,236.9,69,10,28,13,408.6,50,10,14,27,140.0,164.0,8.9,124.3,232.9,8.0,143.9,247.5,5.1,-1.94
GB069,M,15,1.12,sham,0.18,Intermediate,35.8,365,240,103,11,23.2,297,256,95,4,41.9,481,236,131,11,20.9,79.1,96.9,16.5,106.4,246.5,13.2,65.2,204.3,,,,10.0,21.7,383,178,99,6,30.3,509,171,83,18,24.8,487,170,91,5,9.0,26.0,145.8,3.9,49.5,69.2,20.2,39.9,90.4,0.152
GB070,M,16,1.01,autotomy,1.071,Bold,7.5,2000,305,137,9,6.6,1553,296,157,5,13.1,2000,315,130,9,13.6,11.6,193.9,7.3,21.9,300.0,16.0,17.4,196.1,14.0,False,True,,34.2,1593,211,79,7,22.2,1261,163,53,6,21.9,2000,243,87,5,14.9,17.2,129.1,23.5,30.8,107.9,25.1,24.5,95.0,0.237
GB071,M,11,0.97,autotomy,0.764,Bold,7.6,947,291,120,13,9.8,956,289,93,22,19.1,1982,275,130,2,1.6,15.2,176.5,2.8,18.2,240.4,10.3,11.9,165.9,13.6,False,True,,24.1,1575,211,67,32,30.4,1200,241,69,25,26.1,1230,236,61,9,16.6,22.5,51.0,25.8,53.7,54.7,9.6,35.5,67.2,0.273
GB072,M,8,0.99,sham,-1.111,Shy,356.5,90,101,0,51,145.4,155,96,10,60,362.6,58,84,0,70,27.3,73.3,18.5,38.2,63.3,37.3,36.7,60.8,24.0,,,,26.0,72.2,182,111,2,45,71.9,109,113,0,44,68.3,121,141,0,49,26.2,243.7,13.1,64.4,295.0,23.2,43.9,263.0,7.0,-1.272
GB073,M,10,1.1,sham,-0.863,Shy,50.2,171,108,86,32,13.6,413,139,68,45,31.1,410,162,70,39,113.4,157.6,27.9,87.6,119.4,73.4,52.6,72.0,71.4,,,,26.0,222.6,418,82,26,46,100.1,272,81,21,24,163.0,178,106,0,37,74.2,88.0,27.2,120.0,86.6,23.3,108.5,206.3,16.9,-0.874
GB074,M,18,1.05,autotomy,0.791,Bold,4.0,674,234,72,4,4.0,1286,280,95,3,11.9,958,270,82,2,24.5,31.9,272.1,50.2,13.7,172.4,13.6,15.8,300.0,14.4,False,True,,37.5,619,200,80,12,29.8,747,203,69,11,25.1,1011,178,64,11,48.5,18.1,33.7,27.8,61.4,29.5,42.7,43.4,49.0,0.018
GB075,M,21,1.16,sham,0.633,Bold,11.1,749,271,102,1,15.2,430,278,108,2,19.2,752,260,110,3,12.4,13.3,66.6,20.1,14.3,59.4,16.6,17.4,57.1,,,,6.3,3.7,1036,359,133,2,2.1,1114,333,142,4,3.8,2000,317,132,3,6.0,22.4,128.5,3.2,20.9,61.1,3.2,12.8,188.6,0.925
GB076,M,18,0.89,autotomy,-2.254,Shy,598.0,82,24,0,63,598.0,104,34,0,48,598.0,50,10,0,60,121.4,295.0,16.2,132.6,295.0,9.7,117.2,295.0,9.6,30.0,True,False,,598.0,57,10,0,62,598.0,50,10,0,42,598.0,76,10,0,54,299.0,295.0,6.3,160.5,295.0,2.0,174.7,295.0,2.6,-2.531
GB077,M,13,0.94,autotomy,-2.457,Shy,506.8,80,10,0,57,598.0,171,10,0,71,598.0,125,10,0,62,299.0,295.0,5.4,299.0,295.0,5.2,299.0,295.0,8.5,30.0,True,False,,598.0,52,10,0,37,598.0,105,10,0,83,462.4,100,10,0,60,161.8,295.0,3.3,208.8,295.0,4.5,241.7,295.0,8.5,-2.864
GB078,M,18,1.16,sham,-0.077,Intermediate,37.2,576,194,74,22,27.1,704,190,64,17,44.5,442,174,89,12,12.5,196.3,196.4,36.2,180.0,190.8,38.8,139.5,220.4,,,,15.0,42.7,1193,235,76,5,61.9,1106,233,76,8,67.2,938,192,85,12,91.1,9.9,184.4,38.5,9.5,140.7,31.6,16.6,61.1,0.319
GB079,M,19,0.94,autotomy,-0.59,Shy,132.4,364,186,74,19,205.5,158,146,53,15,122.1,319,208,46,11,93.4,57.8,40.0,56.2,44.8,110.1,57.9,51.8,31.0,29.6,False,True,,73.5,223,57,18,19,75.7,366,78,38,42,200.8,278,26,37,24,194.7,295.0,23.4,81.8,170.6,33.5,75.1,200.4,21.6,-1.116
GB080,M,14,1.24,autotomy,-0.298,Intermediate,54.9,1097,132,9,16,69.8,1399,133,36,12,84.9,886,169,26,41,21.4,77.1,24.9,10.6,32.0,75.7,8.4,85.3,38.8,26.4,False,True,,17.5,274,148,70,7,16.1,346,214,30,5,16.6,237,159,54,6,47.3,71.8,41.9,39.3,38.0,29.0,29.4,66.5,32.4,-0.322
GB081,M,21,1.25,autotomy,-0.411,Intermediate,51.9,743,162,43,3,17.0,564,188,21,15,28.3,412,146,19,29,38.7,11.7,42.7,49.5,33.6,46.1,61.6,52.2,30.3,30.0,True,False,,30.8,317,195,47,26,39.7,338,145,44,23,55.8,307,168,65,24,30.2,156.2,82.3,33.5,260.2,55.6,26.4,210.8,81.7,-0.823
GB082,M,9,1.24,autotomy,0.984,Bold,11.6,1241,315,111,5,12.7,892,319,116,4,10.2,878,314,133,10,3.2,5.7,300.0,2.9,3.4,157.5,2.7,3.9,300.0,8.2,False,True,,35.3,1641,298,114,9,30.5,2000,258,111,16,23.4,2000,274,97,24,8.6,9.1,54.1,18.8,15.6,127.1,6.8,6.0,95.6,0.425
GB083,M,20,0.93,sham,0.104,Intermediate,25.6,1419,213,98,4,34.6,591,165,64,8,19.7,678,215,93,18,13.9,49.2,105.3,18.3,63.1,143.7,15.9,74.9,88.8,,,,21.9,20.3,1015,136,77,7,9.0,1347,187,65,2,13.3,1785,174,68,8,20.6,39.4,36.7,13.3,14.8,48.9,29.0,44.2,28.1,0.131
GB084,M,7,1.06,autotomy,0.268,Intermediate,90.9,1043,190,100,10,102.4,658,117,92,10,138.2,1197,158,84,7,22.2,32.7,48.7,15.0,65.0,52.9,28.1,48.4,66.9,7.6,False,True,,9.5,667,262,68,7,7.8,663,228,70,3,9.6,587,260,64,3,90.4,17.1,133.6,62.8,84.3,50.6,63.7,82.9,42.1,0.058
GB085,M,10,0.98,sham,-1.342,Shy,190.7,603,70,33,22,129.1,257,74,0,41,175.1,331,80,0,35,68.6,172.6,25.6,87.2,55.0,14.8,45.0,85.1,26.3,,,,26.0,247.1,536,80,0,58,192.5,496,107,0,41,307.7,525,93,0,41,47.8,79.7,38.4,92.2,97.4,23.7,66.1,99.8,14.8,-1.223
GB086,M,8,1.18,autotomy,-3.364,Shy,598.0,50,10,0,59,598.0,53,10,0,66,598.0,50,10,0,60,299.0,295.0,7.8,299.0,295.0,5.9,299.0,295.0,4.7,30.0,True,False,,598.0,50,10,0,67,598.0,50,10,0,51,598.0,50,10,0,53,299.0,295.0,2.4,299.0,295.0,2.1,299.0,295.0,2.0,-3.804
GB087,M,14,1.29,sham,1.124,Bold,9.3,1295,353,159,3,15.9,1634,304,151,3,6.4,1231,321,165,2,2.7,12.3,100.2,2.7,11.3,44.7,3.5,10.0,56.0,,,,7.2,12.6,1062,305,114,0,22.2,1564,292,114,3,24.6,1044,298,109,3,2.5,21.4,300.0,1.7,27.3,300.0,1.7,29.4,290.7,1.078
GB088,M,10,1.17,autotomy,2.143,Bold,1.0,2000,406,183,1,1.0,2000,384,158,2,1.1,2000,394,168,4,1.0,2.7,300.0,4.5,1.4,300.0,3.4,1.7,300.0,2.9,False,True,,7.7,1029,220,91,5,11.8,644,196,119,4,8.7,684,171,97,11,18.7,41.7,74.4,14.3,46.3,114.8,16.0,74.2,65.6,0.555
GB089,M,8,1.05,autotomy,-0.343,Intermediate,89.8,578,153,41,27,65.5,362,176,28,20,68.1,404,150,40,25,61.0,36.9,86.0,81.4,92.2,146.4,30.7,49.7,124.6,20.0,False,True,,212.0,537,129,42,9,117.6,369,154,43,22,201.7,1157,133,52,16,28.8,105.5,49.2,25.0,203.7,40.2,16.5,204.2,26.8,-0.78
GB090,M,20,1.0,autotomy,0.249,Intermediate,40.0,2000,246,72,14,23.4,1176,206,76,16,21.3,1939,238,78,15,23.5,6.9,85.2,20.2,25.1,90.9,18.9,22.0,176.5,20.4,False,True,,40.1,906,204,70,47,59.8,327,142,101,40,46.8,1001,189,88,42,7.8,38.8,40.9,7.2,32.7,36.8,8.7,23.4,37.7,0.158
GB091,M,12,1.14,sham,0.325,Intermediate,45.3,1563,244,99,11,38.8,1220,243,83,3,47.8,1350,254,110,5,5.3,23.4,48.3,7.2,33.0,43.2,13.0,17.4,74.7,,,,22.9,15.5,769,214,129,8,23.3,458,219,93,12,17.1,1398,197,111,16,25.5,88.7,137.4,14.7,75.3,156.8,15.9,66.5,31.7,0.213
GB092,M,12,0.88,sham,1.675,Bold,4.5,2000,362,171,1,3.5,2000,346,189,0,5.0,2000,350,174,0,7.3,6.3,187.0,9.2,4.0,300.0,7.1,8.0,300.0,,,,2.6,1.0,2000,368,145,1,1.5,2000,408,168,0,1.1,2000,386,154,1,2.6,7.3,300.0,2.5,6.1,300.0,2.9,12.1,300.0,1.906
GB093,M,16,1.13,sham,0.889,Bold,8.8,606,189,111,9,13.4,1294,184,136,5,10.7,839,200,107,5,12.0,20.0,290.2,5.4,17.6,182.2,5.7,33.6,184.5,,,,4.6,26.9,1375,226,146,2,30.0,662,241,149,4,48.8,606,231,159,8,3.8,14.3,130.6,5.9,9.2,176.4,2.7,8.2,247.5,0.947
GB094,M,10,0.92,sham,0.496,Bold,10.0,498,266,128,7,11.6,403,261,144,4,10.1,725,243,123,3,8.5,9.2,213.1,8.1,6.1,148.7,12.5,5.6,138.6,,,,16.9,34.4,400,225,130,8,15.3,567,164,124,4,14.1,601,214,102,9,10.0,18.5,135.6,10.4,26.7,49.6,16.8,18.6,74.8,0.377
GB095,M,12,1.14,autotomy,0.056,Intermediate,20.9,776,200,58,7,27.0,682,213,83,15,36.3,351,211,51,12,18.2,22.7,102.7,13.4,84.6,44.7,9.1,31.1,97.2,14.6,False,True,,23.0,454,182,67,13,22.7,343,211,72,5,21.1,476,222,51,11,11.1,39.4,56.0,27.6,45.0,39.5,14.5,48.8,39.0,-0.257
GB096,M,19,1.03,sham,0.06,Intermediate,22.6,1006,201,93,17,21.6,1449,224,90,15,23.5,631,218,68,3,14.5,22.8,24.1,17.1,40.1,57.6,9.6,23.1,70.9,,,,7.7,77.9,447,225,57,26,39.1,478,226,33,29,90.6,246,207,86,58,23.5,30.9,36.3,39.5,30.1,29.9,16.1,41.6,45.1,-0.067
GB097,M,21,1.0,sham,-1.439,Shy,92.7,189,64,0,30,61.6,228,93,0,31,41.8,99,64,0,42,92.2,117.0,33.3,70.6,135.4,21.2,86.0,119.3,25.6,,,,26.0,206.5,175,85,0,25,385.2,159,56,0,12,227.8,293,92,0,35,67.5,97.8,31.0,56.5,179.8,14.2,110.9,234.1,15.7,-1.25
GB098,M,8,0.93,sham,-0.383,Intermediate,39.2,486,215,52,8,110.7,633,165,59,10,128.4,485,225,59,1,14.5,50.3,245.4,8.7,57.7,230.4,19.1,41.8,112.4,,,,20.2,99.1,545,181,47,29,68.5,384,195,54,15,139.9,380,203,33,13,17.3,174.3,65.5,32.4,78.0,79.6,29.4,41.0,84.4,-0.362
GB099,M,16,1.0,autotomy,0.886,Bold,2.9,2000,299,131,3,1.9,2000,325,123,2,2.5,2000,301,101,3,4.2,26.1,264.1,7.0,21.3,166.4,7.2,4.1,224.8,7.5,False,True,,36.3,444,229,72,4,26.7,514,227,88,9,25.8,627,271,69,6,32.0,40.5,19.7,58.5,108.5,55.6,54.1,102.2,30.9,0.065
GB100,M,18,1.13,sham,-0.234,Intermediate,226.1,294,134,64,27,124.7,463,90,84,8,310.6,495,121,77,37,17.0,49.9,135.2,22.3,128.9,199.1,21.9,101.2,175.9,,,,26.0,81.0,442,259,81,21,65.6,573,234,56,4,72.4,181,208,77,20,6.4,49.0,27.9,4.3,41.0,54.1,15.2,68.8,23.8,-0.157
GB101,M,8,1.2,autotomy,0.044,Intermediate,14.5,708,189,57,15,11.9,756,196,79,19,12.1,1192,195,83,19,6.4,22.4,163.9,6.2,28.9,211.0,16.4,25.0,158.1,30.0,True,False,,22.7,685,201,85,41,15.7,1171,150,100,10,19.2,600,208,107,38,19.4,104.6,203.6,27.5,91.0,198.9,14.3,150.9,128.4,-0.09
GB102,M,16,1.12,autotomy,-1.176,Shy,291.1,397,68,33,61,152.2,409,84,43,64,382.4,239,76,25,68,58.5,163.8,59.5,49.9,237.9,44.9,98.7,218.5,66.1,30.0,True,False,,264.9,362,51,61,36,274.5,290,65,55,67,78.4,464,42,75,42,28.5,230.2,16.8,35.5,176.9,14.6,94.8,183.9,15.9,-1.173
GB103,M,20,1.24,sham,0.446,Intermediate,14.6,529,242,86,12,5.8,1212,269,57,1,5.1,1411,264,58,12,25.6,28.9,178.7,16.5,15.3,175.6,13.5,19.7,91.8,,,,13.5,25.2,1596,274,77,10,15.4,736,271,109,1,16.0,973,301,103,16,6.1,65.1,220.6,26.5,55.0,226.6,19.1,33.9,139.7,0.487
GB104,M,10,1.41,autotomy,-1.462,Shy,530.5,170,69,0,49,336.5,94,44,0,34,140.7,238,34,0,44,67.2,89.7,38.9,114.6,169.0,16.7,91.6,149.9,37.0,30.0,True,False,,598.0,618,110,0,39,598.0,209,51,9,39,523.3,347,60,0,43,66.2,61.3,19.5,88.1,130.1,55.0,62.7,93.8,19.1,-1.633
GB105,M,20,1.0,autotomy,0.29,Intermediate,31.0,529,223,96,16,20.9,470,197,93,16,24.1,284,224,100,9,11.2,30.4,98.5,9.4,30.0,118.4,27.4,31.8,108.3,30.0,True,False,,56.1,557,135,54,5,46.2,723,157,75,14,93.7,996,150,66,15,17.6,143.2,115.9,23.7,197.3,132.3,18.3,55.3,81.8,-0.095
GB106,M,21,1.02,autotomy,-0.187,Intermediate,47.5,565,222,34,12,92.5,625,206,46,23,97.7,1076,200,53,17,57.2,122.7,49.0,54.0,77.8,100.2,35.3,44.0,48.1,30.0,True,False,,36.9,704,130,14,61,68.0,351,71,11,43,47.8,422,126,13,32,21.2,92.3,32.0,7.2,109.0,25.1,7.1,89.3,27.9,-0.502
GB107,M,21,0.85,sham,-1.743,Shy,156.6,170,44,0,66,476.3,211,64,0,65,539.1,79,53,1,63,148.0,267.7,20.9,174.2,130.0,29.6,167.0,111.4,32.4,,,,26.0,209.6,142,58,0,77,302.8,167,26,0,58,130.3,101,21,0,65,99.0,295.0,12.4,103.9,295.0,13.1,169.3,261.7,15.6,-1.732
GB108,M,14,1.22,autotomy,1.069,Bold,7.7,1194,294,141,4,16.8,2000,277,156,1,17.1,1595,297,122,3,11.8,3.2,172.8,8.9,2.9,300.0,7.8,1.9,118.6,13.7,False,True,,26.4,623,205,109,4,33.2,648,256,96,6,28.2,710,247,95,10,12.2,20.6,212.5,12.4,15.7,300.0,5.7,21.6,300.0,0.49
GB109,M,20,1.23,sham,-0.164,Intermediate,28.5,752,195,44,7,60.9,537,173,44,9,40.0,932,181,6,5,18.4,34.7,144.7,21.2,45.5,204.7,29.2,22.5,90.5,,,,26.0,34.5,650,219,79,12,37.9,1380,225,90,7,52.7,1482,186,102,12,11.6,36.7,70.6,27.3,61.3,36.2,20.2,51.6,66.2,0.012
GB110,M,13,0.93,sham,1.861,Bold,3.9,2000,368,157,4,4.5,2000,404,137,2,7.4,2000,353,157,4,5.1,4.4,169.4,4.2,7.2,196.1,5.0,8.0,154.1,,,,1.5,2.1,2000,302,149,0,2.0,2000,333,174,3,2.4,2000,299,173,3,7.9,2.3,300.0,11.3,4.4,197.4,5.0,11.5,300.0,1.827
GB111,M,18,1.14,sham,1.478,Bold,7.6,948,358,107,3,6.2,2000,307,104,2,10.2,1344,295,100,3,3.2,12.1,300.0,5.1,10.4,300.0,3.6,16.3,300.0,,,,3.4,2.9,941,343,143,1,2.9,818,311,158,3,4.8,2000,338,160,1,4.2,10.5,300.0,2.2,11.2,300.0,6.9,11.7,226.1,1.53
GB112,M,15,1.22,autotomy,-0.879,Shy,36.9,193,175,36,5,44.2,243,164,9,5,61.3,340,90,17,4,36.6,99.0,105.9,43.9,103.5,129.4,114.7,80.9,86.6,30.0,True,False,,60.1,305,98,20,23,182.7,618,96,0,57,115.8,575,107,0,37,55.2,295.0,31.5,77.0,121.4,24.5,74.9,66.6,53.6,-1.143
GB113,M,20,1.08,sham,-0.792,Shy,20.1,315,135,17,23,32.5,531,126,38,29,27.0,387,115,56,36,21.7,90.0,36.2,14.5,124.6,18.7,14.8,30.5,24.8,,,,26.0,147.9,303,49,0,65,30.1,449,74,12,68,34.7,266,92,2,53,103.4,148.2,53.7,47.0,141.7,35.9,122.1,145.6,102.1,-0.753
GB114,M,14,1.17,autotomy,-1.172,Shy,47.7,495,66,17,26,57.9,296,69,0,23,25.9,400,108,48,18,92.8,288.1,14.0,71.2,295.0,11.6,76.5,295.0,14.2,30.0,True,False,,487.9,126,68,0,60,183.1,143,64,0,61,297.6,150,71,0,56,299.0,295.0,8.1,162.7,191.2,24.0,221.9,236.0,14.2,-1.64
GB115,M,11,1.07,autotomy,-1.586,Shy,292.2,280,48,0,55,346.3,220,63,15,64,174.7,240,30,0,65,73.3,247.2,38.5,35.0,134.4,23.0,56.3,181.0,21.5,30.0,True,False,,598.0,82,30,0,63,311.6,63,10,0,54,352.3,78,10,0,52,84.3,295.0,12.1,137.0,295.0,15.4,69.5,295.0,12.5,-2.31
GB116,M,19,0.88,autotomy,-0.422,Intermediate,58.9,342,142,28,13,52.2,369,119,56,8,24.8,317,79,41,20,25.2,142.1,58.8,22.0,67.8,72.8,59.9,81.5,82.8,30.0,True,False,,108.2,351,141,29,26,74.4,219,136,45,42,161.5,493,126,37,18,39.2,117.7,9.4,44.8,253.4,12.4,17.3,230.2,11.1,-0.809
GB117,M,8,1.2,autotomy,1.444,Bold,3.5,2000,317,135,7,2.1,2000,339,165,6,4.9,2000,350,163,7,8.1,4.3,181.1,11.1,4.7,300.0,15.3,6.7,300.0,5.9,False,True,,29.9,829,227,129,12,24.7,289,197,106,17,8.9,723,225,138,28,12.2,26.2,104.4,14.3,23.7,148.3,18.2,14.3,300.0,0.461
GB118,M,21,1.24,autotomy,-1.915,Shy,380.7,274,10,0,67,536.4,435,37,0,36,301.0,236,100,0,52,76.9,272.4,17.9,74.3,127.2,17.0,85.8,224.5,25.3,30.0,True,False,,598.0,99,17,0,57,598.0,94,10,0,42,374.9,84,25,0,66,230.2,295.0,16.1,299.0,295.0,17.8,198.9,295.0,22.4,-2.412
GB119,M,11,1.15,autotomy,0.852,Bold,8.0,2000,190,97,1,7.2,2000,234,103,15,4.5,2000,250,88,10,40.5,27.2,300.0,14.4,34.8,194.6,15.1,16.7,300.0,8.5,False,True,,16.8,674,125,87,5,10.3,529,153,107,4,10.7,917,161,104,4,31.8,16.2,53.3,33.9,17.3,79.7,38.4,20.2,49.1,0.04
GB120,M,14,0.92,autotomy,0.768,Bold,9.8,880,264,121,15,7.4,626,291,105,13,3.7,633,286,109,6,9.1,25.7,49.4,5.9,22.8,38.6,5.9,20.5,68.2,13.7,False,True,,33.8,419,231,95,8,31.9,577,226,78,33,39.9,897,233,88,15,7.6,67.9,194.8,10.7,75.2,130.7,11.2,54.2,175.3,0.27
