individual_ID,sex,age_days_post_moult,body_mass_g,autotomy_regime,personality_category,personality_PC1_pre,personality_PC1_post,autotomy_latency_s,autotomy_censored,autotomy_occurred,sham_pinch_duration_s,timepoint,trial,OFT_latency_first_move_s,OFT_total_distance_cm,OFT_time_exposed_zone_s,OFT_time_central_zone_s,OFT_freezing_bouts_n,PCRT_latency_resume_s,PCRT_total_freeze_duration_s,PCRT_shelter_seeking_latency_s
GB035,M,17,0.96,sham,Shy,-0.363,-0.356,,,,26.0,pre,1,49.5,1192,117,48,8,59.7,34.2,72.6
GB035,M,17,0.96,sham,Shy,-0.363,-0.356,,,,26.0,pre,2,77.7,502,164,46,9,21.6,70.0,114.7
GB035,M,17,0.96,sham,Shy,-0.363,-0.356,,,,26.0,pre,3,106.5,815,139,44,11,15.8,56.9,78.8
GB035,M,17,0.96,sham,Shy,-0.363,-0.356,,,,26.0,post,1,71.4,626,208,54,10,26.4,35.7,39.7
GB035,M,17,0.96,sham,Shy,-0.363,-0.356,,,,26.0,post,2,86.1,530,171,78,4,19.2,18.0,24.8
GB035,M,17,0.96,sham,Shy,-0.363,-0.356,,,,26.0,post,3,101.9,437,195,74,11,21.3,15.7,44.2
GB036,F,15,1.3,autotomy,Bold,0.635,-0.108,21.6,False,True,,pre,1,27.3,2000,227,124,11,14.2,13.9,87.6
GB036,F,15,1.3,autotomy,Bold,0.635,-0.108,21.6,False,True,,pre,2,15.4,771,282,129,17,7.6,20.8,91.5
GB036,F,15,1.3,autotomy,Bold,0.635,-0.108,21.6,False,True,,pre,3,17.6,1479,247,114,9,12.4,8.9,142.6
GB036,F,15,1.3,autotomy,Bold,0.635,-0.108,21.6,False,True,,post,1,20.8,406,167,49,4,15.7,88.8,24.4
GB036,F,15,1.3,autotomy,Bold,0.635,-0.108,21.6,False,True,,post,2,17.2,737,151,65,8,6.9,39.3,44.8
GB036,F,15,1.3,autotomy,Bold,0.635,-0.108,21.6,False,True,,post,3,39.1,299,154,55,7,13.1,48.1,30.8
GB037,M,21,0.97,sham,Bold,1.806,1.914,,,,2.3,pre,1,2.8,2000,353,179,2,5.2,9.8,300.0
GB037,M,21,0.97,sham,Bold,1.806,1.914,,,,2.3,pre,2,2.6,1196,333,170,0,4.3,9.7,300.0
GB037,M,21,0.97,sham,Bold,1.806,1.914,,,,2.3,pre,3,1.8,2000,347,182,1,11.5,9.5,300.0
GB037,M,21,0.97,sham,Bold,1.806,1.914,,,,2.3,post,1,1.8,1330,366,131,3,2.1,8.9,198.6
GB037,M,21,0.97,sham,Bold,1.806,1.914,,,,2.3,post,2,1.8,1714,348,165,1,2.2,4.6,300.0
GB037,M,21,0.97,sham,Bold,1.806,1.914,,,,2.3,post,3,2.4,1893,353,186,0,2.0,7.2,300.0
GB038,M,21,1.04,sham,Intermediate,0.128,0.199,,,,7.7,pre,1,46.4,1342,197,96,4,32.9,23.1,81.4
GB038,M,21,1.04,sham,Intermediate,0.128,0.199,,,,7.7,pre,2,30.5,1151,213,79,8,51.6,39.3,74.2
GB038,M,21,1.04,sham,Intermediate,0.128,0.199,,,,7.7,pre,3,27.8,1605,236,89,3,92.3,30.0,96.4
GB038,M,21,1.04,sham,Intermediate,0.128,0.199,,,,7.7,post,1,20.6,1649,228,89,8,15.5,35.1,42.8
GB038,M,21,1.04,sham,Intermediate,0.128,0.199,,,,7.7,post,2,23.5,843,228,98,0,12.5,25.5,52.5
GB038,M,21,1.04,sham,Intermediate,0.128,0.199,,,,7.7,post,3,25.3,1167,264,96,1,12.0,19.1,39.8
GB039,F,16,1.04,sham,Intermediate,-0.095,-0.134,,,,14.4,pre,1,74.1,579,256,85,8,102.3,40.0,39.4
GB039,F,16,1.04,sham,Intermediate,-0.095,-0.134,,,,14.4,pre,2,77.9,668,247,103,12,48.1,26.1,31.9
GB039,F,16,1.04,sham,Intermediate,-0.095,-0.134,,,,14.4,pre,3,62.4,384,257,78,24,45.9,35.3,49.6
GB039,F,16,1.04,sham,Intermediate,-0.095,-0.134,,,,14.4,post,1,11.9,561,177,104,29,23.2,26.4,66.1
GB039,F,16,1.04,sham,Intermediate,-0.095,-0.134,,,,14.4,post,2,15.2,636,194,83,25,22.2,14.1,47.7
GB039,F,16,1.04,sham,Intermediate,-0.095,-0.134,,,,14.4,post,3,9.1,596,207,65,29,36.7,11.6,49.3
GB040,M,16,1.12,sham,Bold,1.32,1.318,,,,4.8,pre,1,1.4,2000,298,137,5,5.4,28.1,59.4
GB040,M,16,1.12,sham,Bold,1.32,1.318,,,,4.8,pre,2,2.8,2000,299,118,3,8.5,27.5,108.3
GB040,M,16,1.12,sham,Bold,1.32,1.318,,,,4.8,pre,3,4.2,2000,263,141,5,5.9,18.4,99.3
GB040,M,16,1.12,sham,Bold,1.32,1.318,,,,4.8,post,1,19.6,947,331,153,4,9.2,5.5,289.8
GB040,M,16,1.12,sham,Bold,1.32,1.318,,,,4.8,post,2,10.2,842,294,154,0,12.0,3.3,300.0
GB040,M,16,1.12,sham,Bold,1.32,1.318,,,,4.8,post,3,12.0,1141,298,127,1,6.9,7.5,228.7
GB041,M,18,1.27,autotomy,Intermediate,0.361,-0.021,11.7,False,True,,pre,1,12.6,1016,218,140,10,20.6,31.8,62.3
GB041,M,18,1.27,autotomy,Intermediate,0.361,-0.021,11.7,False,True,,pre,2,28.4,539,252,131,4,13.5,20.5,56.2
GB041,M,18,1.27,autotomy,Intermediate,0.361,-0.021,11.7,False,True,,pre,3,20.6,406,226,114,6,9.9,15.6,81.8
GB041,M,18,1.27,autotomy,Intermediate,0.361,-0.021,11.7,False,True,,post,1,17.9,635,154,76,5,9.1,31.3,164.2
GB041,M,18,1.27,autotomy,Intermediate,0.361,-0.021,11.7,False,True,,post,2,69.5,469,142,45,7,8.5,31.8,101.5
GB041,M,18,1.27,autotomy,Intermediate,0.361,-0.021,11.7,False,True,,post,3,21.5,666,129,35,4,27.5,21.8,126.4
GB042,M,19,1.07,autotomy,Bold,0.486,0.301,4.6,False,True,,pre,1,17.9,1157,231,135,2,29.8,18.6,241.0
GB042,M,19,1.07,autotomy,Bold,0.486,0.301,4.6,False,True,,pre,2,8.1,1006,240,110,0,54.5,43.9,124.5
GB042,M,19,1.07,autotomy,Bold,0.486,0.301,4.6,False,True,,pre,3,17.9,839,245,119,2,20.6,33.6,132.4
GB042,M,19,1.07,autotomy,Bold,0.486,0.301,4.6,False,True,,post,1,30.5,1497,251,84,4,32.4,16.9,263.4
GB042,M,19,1.07,autotomy,Bold,0.486,0.301,4.6,False,True,,post,2,24.7,979,256,85,4,34.5,18.7,215.1
GB042,M,19,1.07,autotomy,Bold,0.486,0.301,4.6,False,True,,post,3,40.5,1966,256,65,13,34.1,15.4,130.3
GB043,F,9,1.32,autotomy,Shy,-1.423,-1.654,30.0,True,False,,pre,1,598.0,1101,88,0,55,53.3,172.1,25.3
GB043,F,9,1.32,autotomy,Shy,-1.423,-1.654,30.0,True,False,,pre,2,598.0,511,133,0,36,43.8,217.7,50.7
GB043,F,9,1.32,autotomy,Shy,-1.423,-1.654,30.0,True,False,,pre,3,517.1,375,87,0,65,70.1,116.2,30.0
GB043,F,9,1.32,autotomy,Shy,-1.423,-1.654,30.0,True,False,,post,1,138.6,208,35,10,66,299.0,118.6,40.0
GB043,F,9,1.32,autotomy,Shy,-1.423,-1.654,30.0,True,False,,post,2,111.5,146,85,5,40,232.2,295.0,34.9
GB043,F,9,1.32,autotomy,Shy,-1.423,-1.654,30.0,True,False,,post,3,71.0,198,52,0,54,277.2,191.1,36.2
GB044,M,21,1.04,autotomy,Bold,1.106,0.056,11.9,False,True,,pre,1,12.7,736,276,168,6,2.7,7.3,200.2
GB044,M,21,1.04,autotomy,Bold,1.106,0.056,11.9,False,True,,pre,2,19.7,580,279,152,4,4.6,5.3,227.0
GB044,M,21,1.04,autotomy,Bold,1.106,0.056,11.9,False,True,,pre,3,17.4,1005,259,163,8,5.5,2.4,300.0
GB044,M,21,1.04,autotomy,Bold,1.106,0.056,11.9,False,True,,post,1,15.6,494,252,43,20,9.4,70.6,43.1
GB044,M,21,1.04,autotomy,Bold,1.106,0.056,11.9,False,True,,post,2,14.6,699,261,21,27,8.8,26.8,66.0
GB044,M,21,1.04,autotomy,Bold,1.106,0.056,11.9,False,True,,post,3,16.1,445,294,46,15,27.7,113.0,52.1
GB045,F,13,1.1,autotomy,Intermediate,0.476,-0.284,11.2,False,True,,pre,1,55.9,930,277,95,9,11.9,36.9,72.3
GB045,F,13,1.1,autotomy,Intermediate,0.476,-0.284,11.2,False,True,,pre,2,57.9,1757,249,84,4,6.3,22.8,185.6
GB045,F,13,1.1,autotomy,Intermediate,0.476,-0.284,11.2,False,True,,pre,3,31.5,1577,235,90,8,3.6,23.0,87.9
GB045,F,13,1.1,autotomy,Intermediate,0.476,-0.284,11.2,False,True,,post,1,61.4,1154,167,51,69,11.0,57.1,71.8
GB045,F,13,1.1,autotomy,Intermediate,0.476,-0.284,11.2,False,True,,post,2,32.5,1183,181,43,64,47.4,58.2,37.7
GB045,F,13,1.1,autotomy,Intermediate,0.476,-0.284,11.2,False,True,,post,3,64.3,1586,141,38,34,31.9,42.7,26.7
GB046,F,7,1.06,autotomy,Shy,-1.272,-1.358,30.0,True,False,,pre,1,55.3,281,33,17,6,45.7,85.0,22.2
GB046,F,7,1.06,autotomy,Shy,-1.272,-1.358,30.0,True,False,,pre,2,52.6,369,51,5,23,24.8,133.4,12.6
GB046,F,7,1.06,autotomy,Shy,-1.272,-1.358,30.0,True,False,,pre,3,111.2,289,68,22,4,66.4,154.6,11.0
GB046,F,7,1.06,autotomy,Shy,-1.272,-1.358,30.0,True,False,,post,1,93.1,325,21,0,22,23.6,150.0,32.7
GB046,F,7,1.06,autotomy,Shy,-1.272,-1.358,30.0,True,False,,post,2,367.8,566,47,14,38,34.1,172.0,31.8
GB046,F,7,1.06,autotomy,Shy,-1.272,-1.358,30.0,True,False,,post,3,72.5,394,44,20,8,19.0,286.5,24.6
GB047,M,10,1.12,autotomy,Intermediate,0.385,-0.225,10.6,False,True,,pre,1,22.6,247,196,96,9,17.1,43.5,139.2
GB047,M,10,1.12,autotomy,Intermediate,0.385,-0.225,10.6,False,True,,pre,2,31.5,365,233,96,3,22.1,39.8,216.5
GB047,M,10,1.12,autotomy,Intermediate,0.385,-0.225,10.6,False,True,,pre,3,46.1,713,304,113,10,14.4,34.3,300.0
GB047,M,10,1.12,autotomy,Intermediate,0.385,-0.225,10.6,False,True,,post,1,13.1,515,216,16,13,28.9,100.9,47.9
GB047,M,10,1.12,autotomy,Intermediate,0.385,-0.225,10.6,False,True,,post,2,33.4,265,213,25,8,22.2,76.5,40.6
GB047,M,10,1.12,autotomy,Intermediate,0.385,-0.225,10.6,False,True,,post,3,10.7,261,196,33,23,28.8,163.5,47.1
GB048,F,19,1.25,autotomy,Shy,-1.963,-2.526,30.0,True,False,,pre,1,598.0,57,30,0,56,157.6,295.0,7.6
GB048,F,19,1.25,autotomy,Shy,-1.963,-2.526,30.0,True,False,,pre,2,463.5,68,10,0,58,127.7,295.0,4.6
GB048,F,19,1.25,autotomy,Shy,-1.963,-2.526,30.0,True,False,,pre,3,356.6,102,10,0,33,80.9,295.0,8.1
GB048,F,19,1.25,autotomy,Shy,-1.963,-2.526,30.0,True,False,,post,1,239.5,86,10,0,65,207.4,295.0,6.7
GB048,F,19,1.25,autotomy,Shy,-1.963,-2.526,30.0,True,False,,post,2,313.1,119,10,0,54,208.7,295.0,5.2
GB048,F,19,1.25,autotomy,Shy,-1.963,-2.526,30.0,True,False,,post,3,355.9,149,10,0,49,117.0,295.0,12.1
GB049,F,10,1.14,sham,Bold,2.442,2.483,,,,4.2,pre,1,1.0,2000,326,194,2,1.0,1.0,300.0
GB049,F,10,1.14,sham,Bold,2.442,2.483,,,,4.2,pre,2,1.0,2000,358,185,1,1.3,1.0,281.4
GB049,F,10,1.14,sham,Bold,2.442,2.483,,,,4.2,pre,3,1.0,2000,340,207,2,2.5,1.0,300.0
GB049,F,10,1.14,sham,Bold,2.442,2.483,,,,4.2,post,1,1.9,2000,440,193,1,3.2,5.1,300.0
GB049,F,10,1.14,sham,Bold,2.442,2.483,,,,4.2,post,2,2.4,2000,412,196,1,2.9,2.4,300.0
GB049,F,10,1.14,sham,Bold,2.442,2.483,,,,4.2,post,3,1.6,2000,440,215,1,1.4,4.1,300.0
GB050,M,20,0.98,autotomy,Shy,-1.202,-1.583,29.7,False,True,,pre,1,341.9,92,107,60,22,164.0,185.4,16.3
GB050,M,20,0.98,autotomy,Shy,-1.202,-1.583,29.7,False,True,,pre,2,441.8,56,103,59,9,153.7,192.3,22.8
GB050,M,20,0.98,autotomy,Shy,-1.202,-1.583,29.7,False,True,,pre,3,456.3,85,89,49,13,259.0,161.6,23.0
GB050,M,20,0.98,autotomy,Shy,-1.202,-1.583,29.7,False,True,,post,1,54.3,162,111,0,47,195.5,57.7,36.2
GB050,M,20,0.98,autotomy,Shy,-1.202,-1.583,29.7,False,True,,post,2,167.1,150,134,16,60,78.6,112.1,59.9
GB050,M,20,0.98,autotomy,Shy,-1.202,-1.583,29.7,False,True,,post,3,102.6,137,117,14,25,77.4,56.9,29.5
GB051,M,11,1.08,sham,Bold,1.512,1.498,,,,1.5,pre,1,1.9,1717,316,147,10,6.3,11.3,55.7
GB051,M,11,1.08,sham,Bold,1.512,1.498,,,,1.5,pre,2,3.3,975,334,153,8,3.7,6.3,89.5
GB051,M,11,1.08,sham,Bold,1.512,1.498,,,,1.5,pre,3,3.0,1624,338,164,6,6.1,11.0,68.8
GB051,M,11,1.08,sham,Bold,1.512,1.498,,,,1.5,post,1,18.4,2000,360,138,1,2.0,3.8,216.3
GB051,M,11,1.08,sham,Bold,1.512,1.498,,,,1.5,post,2,7.8,2000,333,148,0,5.5,7.8,264.6
GB051,M,11,1.08,sham,Bold,1.512,1.498,,,,1.5,post,3,9.7,2000,341,144,1,2.4,8.6,300.0
GB052,M,13,1.17,autotomy,Shy,-0.913,-1.368,18.4,False,True,,pre,1,151.0,700,126,33,19,145.2,21.1,28.6
GB052,M,13,1.17,autotomy,Shy,-0.913,-1.368,18.4,False,True,,pre,2,71.5,259,69,43,42,88.5,54.0,14.6
GB052,M,13,1.17,autotomy,Shy,-0.913,-1.368,18.4,False,True,,pre,3,124.0,321,121,31,26,87.7,37.0,22.1
GB052,M,13,1.17,autotomy,Shy,-0.913,-1.368,18.4,False,True,,post,1,176.5,190,60,21,48,41.4,81.1,8.1
GB052,M,13,1.17,autotomy,Shy,-0.913,-1.368,18.4,False,True,,post,2,150.5,100,84,28,15,89.8,100.3,18.1
GB052,M,13,1.17,autotomy,Shy,-0.913,-1.368,18.4,False,True,,post,3,321.0,295,59,18,48,72.0,82.4,32.6
GB053,M,13,1.09,autotomy,Intermediate,0.46,0.204,7.8,False,True,,pre,1,12.8,642,273,86,5,13.8,47.0,300.0
GB053,M,13,1.09,autotomy,Intermediate,0.46,0.204,7.8,False,True,,pre,2,26.0,716,224,91,4,20.5,64.1,217.1
GB053,M,13,1.09,autotomy,Intermediate,0.46,0.204,7.8,False,True,,pre,3,23.3,545,233,85,7,15.4,63.2,300.0
GB053,M,13,1.09,autotomy,Intermediate,0.46,0.204,7.8,False,True,,post,1,19.8,1503,210,96,2,21.1,29.2,47.1
GB053,M,13,1.09,autotomy,Intermediate,0.46,0.204,7.8,False,True,,post,2,20.2,698,232,80,6,31.9,28.3,146.5
GB053,M,13,1.09,autotomy,Intermediate,0.46,0.204,7.8,False,True,,post,3,20.0,406,226,72,8,24.5,39.5,70.1
GB054,F,19,1.16,autotomy,Shy,-0.812,-0.964,30.0,True,False,,pre,1,17.5,890,91,11,6,71.3,134.1,18.1
GB054,F,19,1.16,autotomy,Shy,-0.812,-0.964,30.0,True,False,,pre,2,41.8,345,78,5,8,43.3,207.3,22.5
GB054,F,19,1.16,autotomy,Shy,-0.812,-0.964,30.0,True,False,,pre,3,15.5,277,105,0,11,19.4,68.2,13.1
GB054,F,19,1.16,autotomy,Shy,-0.812,-0.964,30.0,True,False,,post,1,209.0,113,79,67,46,18.1,142.0,88.6
GB054,F,19,1.16,autotomy,Shy,-0.812,-0.964,30.0,True,False,,post,2,188.7,56,60,86,33,25.4,284.2,150.1
GB054,F,19,1.16,autotomy,Shy,-0.812,-0.964,30.0,True,False,,post,3,206.8,141,49,68,30,37.4,261.8,88.0
GB055,M,21,0.93,autotomy,Bold,0.897,0.071,5.0,False,True,,pre,1,3.5,2000,302,146,14,10.8,22.8,96.0
GB055,M,21,0.93,autotomy,Bold,0.897,0.071,5.0,False,True,,pre,2,5.2,2000,300,144,9,5.2,21.8,127.5
GB055,M,21,0.93,autotomy,Bold,0.897,0.071,5.0,False,True,,pre,3,3.4,1825,305,128,10,7.4,20.4,102.8
GB055,M,21,0.93,autotomy,Bold,0.897,0.071,5.0,False,True,,post,1,47.3,1044,240,54,27,25.8,31.8,66.0
GB055,M,21,0.93,autotomy,Bold,0.897,0.071,5.0,False,True,,post,2,38.3,347,267,50,24,43.1,33.6,119.7
GB055,M,21,0.93,autotomy,Bold,0.897,0.071,5.0,False,True,,post,3,60.0,593,270,62,30,48.3,49.6,72.8
GB056,F,17,0.91,autotomy,Intermediate,-0.135,-0.718,21.4,False,True,,pre,1,55.0,1087,208,91,18,44.1,62.4,110.0
GB056,F,17,0.91,autotomy,Intermediate,-0.135,-0.718,21.4,False,True,,pre,2,99.1,1254,220,58,7,29.8,39.2,66.0
GB056,F,17,0.91,autotomy,Intermediate,-0.135,-0.718,21.4,False,True,,pre,3,112.4,533,188,107,6,48.2,23.8,56.0
GB056,F,17,0.91,autotomy,Intermediate,-0.135,-0.718,21.4,False,True,,post,1,65.2,187,173,74,17,128.0,175.8,89.0
GB056,F,17,0.91,autotomy,Intermediate,-0.135,-0.718,21.4,False,True,,post,2,107.7,215,146,58,21,131.9,122.9,44.3
GB056,F,17,0.91,autotomy,Intermediate,-0.135,-0.718,21.4,False,True,,post,3,73.1,144,165,87,11,92.6,295.0,30.0
GB057,M,19,0.95,sham,Intermediate,0.368,0.332,,,,15.6,pre,1,46.0,600,222,108,8,11.7,38.6,113.8
GB057,M,19,0.95,sham,Intermediate,0.368,0.332,,,,15.6,pre,2,12.9,1039,157,138,8,14.4,25.8,70.7
GB057,M,19,0.95,sham,Intermediate,0.368,0.332,,,,15.6,pre,3,28.8,1356,184,111,6,11.8,39.9,70.4
GB057,M,19,0.95,sham,Intermediate,0.368,0.332,,,,15.6,post,1,31.6,696,246,90,4,18.1,46.2,132.1
GB057,M,19,0.95,sham,Intermediate,0.368,0.332,,,,15.6,post,2,11.4,423,280,85,0,35.9,34.8,57.3
GB057,M,19,0.95,sham,Intermediate,0.368,0.332,,,,15.6,post,3,45.1,710,232,90,4,12.5,48.9,154.0
GB058,M,10,0.86,sham,Intermediate,-0.085,0.116,,,,10.5,pre,1,25.5,168,188,80,18,33.7,39.2,52.0
GB058,M,10,0.86,sham,Intermediate,-0.085,0.116,,,,10.5,pre,2,28.2,166,145,85,76,7.6,60.0,120.6
GB058,M,10,0.86,sham,Intermediate,-0.085,0.116,,,,10.5,pre,3,29.8,210,191,64,25,31.1,59.4,38.6
GB058,M,10,0.86,sham,Intermediate,-0.085,0.116,,,,10.5,post,1,18.5,264,185,103,6,11.1,16.2,65.9
GB058,M,10,0.86,sham,Intermediate,-0.085,0.116,,,,10.5,post,2,23.5,243,178,105,7,13.5,32.3,42.3
GB058,M,10,0.86,sham,Intermediate,-0.085,0.116,,,,10.5,post,3,9.3,620,204,103,6,9.1,69.8,128.1
GB059,F,19,0.99,autotomy,Shy,-1.266,-1.695,30.0,True,False,,pre,1,148.0,100,104,0,18,64.5,295.0,9.4
GB059,F,19,0.99,autotomy,Shy,-1.266,-1.695,30.0,True,False,,pre,2,81.0,278,130,0,25,77.0,295.0,6.6
GB059,F,19,0.99,autotomy,Shy,-1.266,-1.695,30.0,True,False,,pre,3,105.0,153,88,11,35,50.9,295.0,10.2
GB059,F,19,0.99,autotomy,Shy,-1.266,-1.695,30.0,True,False,,post,1,132.5,346,53,5,60,78.8,295.0,11.7
GB059,F,19,0.99,autotomy,Shy,-1.266,-1.695,30.0,True,False,,post,2,109.2,305,39,8,83,66.9,295.0,15.7
GB059,F,19,0.99,autotomy,Shy,-1.266,-1.695,30.0,True,False,,post,3,304.4,122,59,18,69,118.4,295.0,17.3
GB060,F,13,1.18,sham,Bold,0.604,0.657,,,,14.6,pre,1,27.0,887,310,170,6,6.1,42.3,300.0
GB060,F,13,1.18,sham,Bold,0.604,0.657,,,,14.6,pre,2,27.4,1710,312,142,3,7.2,27.8,108.1
GB060,F,13,1.18,sham,Bold,0.604,0.657,,,,14.6,pre,3,23.4,722,348,161,3,10.3,25.6,162.8
GB060,F,13,1.18,sham,Bold,0.604,0.657,,,,14.6,post,1,9.7,1243,311,75,15,18.5,22.2,33.8
GB060,F,13,1.18,sham,Bold,0.604,0.657,,,,14.6,post,2,4.4,1745,298,79,5,17.6,57.8,62.1
GB060,F,13,1.18,sham,Bold,0.604,0.657,,,,14.6,post,3,9.8,2000,284,56,6,13.7,52.7,78.1
GB061,F,17,1.37,sham,Shy,-0.403,-0.416,,,,26.0,pre,1,52.7,332,187,65,6,19.4,69.0,42.8
GB061,F,17,1.37,sham,Shy,-0.403,-0.416,,,,26.0,pre,2,53.2,294,130,53,1,14.1,83.1,19.5
GB061,F,17,1.37,sham,Shy,-0.403,-0.416,,,,26.0,pre,3,40.2,294,186,76,3,19.1,98.7,74.2
GB061,F,17,1.37,sham,Shy,-0.403,-0.416,,,,26.0,post,1,112.0,773,170,33,17,20.7,79.5,91.2
GB061,F,17,1.37,sham,Shy,-0.403,-0.416,,,,26.0,post,2,81.0,342,101,49,12,18.5,108.3,124.8
GB061,F,17,1.37,sham,Shy,-0.403,-0.416,,,,26.0,post,3,116.4,563,130,73,9,11.5,73.2,123.7
GB062,M,9,0.85,autotomy,Bold,0.945,0.421,5.0,False,True,,pre,1,21.7,835,246,115,1,4.5,14.3,235.0
GB062,M,9,0.85,autotomy,Bold,0.945,0.421,5.0,False,True,,pre,2,16.2,533,228,127,12,3.0,38.4,300.0
GB062,M,9,0.85,autotomy,Bold,0.945,0.421,5.0,False,True,,pre,3,14.3,910,233,95,3,3.5,30.4,298.1
GB062,M,9,0.85,autotomy,Bold,0.945,0.421,5.0,False,True,,post,1,23.3,387,306,105,2,52.0,26.1,181.5
GB062,M,9,0.85,autotomy,Bold,0.945,0.421,5.0,False,True,,post,2,16.0,564,256,114,6,14.5,16.8,88.2
GB062,M,9,0.85,autotomy,Bold,0.945,0.421,5.0,False,True,,post,3,14.4,640,283,130,9,21.8,37.9,300.0
GB063,M,12,1.22,autotomy,Intermediate,-0.336,-0.653,19.7,False,True,,pre,1,83.5,1867,158,61,72,67.4,21.7,42.4
GB063,M,12,1.22,autotomy,Intermediate,-0.336,-0.653,19.7,False,True,,pre,2,72.7,1272,229,67,65,45.1,112.1,36.9
GB063,M,12,1.22,autotomy,Intermediate,-0.336,-0.653,19.7,False,True,,pre,3,28.2,1006,168,79,23,70.8,110.4,29.8
GB063,M,12,1.22,autotomy,Intermediate,-0.336,-0.653,19.7,False,True,,post,1,64.9,544,188,64,29,41.8,83.5,36.0
GB063,M,12,1.22,autotomy,Intermediate,-0.336,-0.653,19.7,False,True,,post,2,51.5,507,136,54,35,28.4,91.9,88.0
GB063,M,12,1.22,autotomy,Intermediate,-0.336,-0.653,19.7,False,True,,post,3,62.7,424,144,64,49,36.9,145.0,44.4
GB064,F,18,1.33,autotomy,Intermediate,0.023,0.033,30.0,True,False,,pre,1,53.0,320,160,81,16,31.9,280.6,157.6
GB064,F,18,1.33,autotomy,Intermediate,0.023,0.033,30.0,True,False,,pre,2,60.2,137,147,77,12,24.1,268.5,181.8
GB064,F,18,1.33,autotomy,Intermediate,0.023,0.033,30.0,True,False,,pre,3,51.8,317,172,72,4,25.1,142.1,130.4
GB064,F,18,1.33,autotomy,Intermediate,0.023,0.033,30.0,True,False,,post,1,14.3,857,213,62,28,32.8,29.4,92.9
GB064,F,18,1.33,autotomy,Intermediate,0.023,0.033,30.0,True,False,,post,2,11.5,2000,228,49,31,22.5,14.1,68.0
GB064,F,18,1.33,autotomy,Intermediate,0.023,0.033,30.0,True,False,,post,3,27.8,2000,242,77,24,19.4,9.8,39.0
GB065,F,8,1.27,sham,Bold,1.783,1.861,,,,7.6,pre,1,5.1,2000,364,165,6,2.0,7.6,300.0
GB065,F,8,1.27,sham,Bold,1.783,1.861,,,,7.6,pre,2,5.7,2000,405,197,3,1.0,11.3,300.0
GB065,F,8,1.27,sham,Bold,1.783,1.861,,,,7.6,pre,3,8.9,2000,396,193,2,1.3,9.7,300.0
GB065,F,8,1.27,sham,Bold,1.783,1.861,,,,7.6,post,1,3.1,2000,405,192,2,2.2,3.6,300.0
GB065,F,8,1.27,sham,Bold,1.783,1.861,,,,7.6,post,2,3.4,2000,380,200,0,1.4,6.1,196.6
GB065,F,8,1.27,sham,Bold,1.783,1.861,,,,7.6,post,3,2.8,2000,342,193,1,3.1,4.3,295.7
GB066,M,16,0.91,autotomy,Bold,2.282,0.861,3.7,False,True,,pre,1,2.7,2000,479,192,5,2.1,3.5,300.0
GB066,M,16,0.91,autotomy,Bold,2.282,0.861,3.7,False,True,,pre,2,2.3,2000,458,182,5,1.9,6.2,300.0
GB066,M,16,0.91,autotomy,Bold,2.282,0.861,3.7,False,True,,pre,3,2.0,2000,473,223,9,1.0,4.1,300.0
GB066,M,16,0.91,autotomy,Bold,2.282,0.861,3.7,False,True,,post,1,37.4,641,258,144,1,4.6,14.0,197.3
GB066,M,16,0.91,autotomy,Bold,2.282,0.861,3.7,False,True,,post,2,78.2,454,321,125,1,6.4,25.8,175.0
GB066,M,16,0.91,autotomy,Bold,2.282,0.861,3.7,False,True,,post,3,33.6,520,294,122,5,15.2,18.7,300.0
GB067,M,19,1.27,sham,Bold,0.686,0.748,,,,11.4,pre,1,9.2,894,295,124,7,9.7,20.1,149.8
GB067,M,19,1.27,sham,Bold,0.686,0.748,,,,11.4,pre,2,6.0,2000,302,112,6,7.8,20.0,185.0
GB067,M,19,1.27,sham,Bold,0.686,0.748,,,,11.4,pre,3,8.2,1615,291,151,4,18.3,25.2,231.5
GB067,M,19,1.27,sham,Bold,0.686,0.748,,,,11.4,post,1,6.7,470,319,119,1,8.7,22.8,146.4
GB067,M,19,1.27,sham,Bold,0.686,0.748,,,,11.4,post,2,10.8,699,286,123,1,5.7,19.3,85.0
GB067,M,19,1.27,sham,Bold,0.686,0.748,,,,11.4,post,3,12.0,700,236,128,1,21.3,6.9,74.3
GB068,F,20,1.28,sham,Intermediate,-0.187,-0.01,,,,26.0,pre,1,44.6,397,212,62,7,28.6,59.9,43.3
GB068,F,20,1.28,sham,Intermediate,-0.187,-0.01,,,,26.0,pre,2,37.6,410,221,90,13,22.9,75.3,49.3
GB068,F,20,1.28,sham,Intermediate,-0.187,-0.01,,,,26.0,pre,3,38.7,369,181,57,14,17.5,87.1,34.8
GB068,F,20,1.28,sham,Intermediate,-0.187,-0.01,,,,26.0,post,1,85.8,263,154,92,7,10.6,24.7,106.9
GB068,F,20,1.28,sham,Intermediate,-0.187,-0.01,,,,26.0,post,2,124.0,343,171,81,5,11.4,23.3,83.2
GB068,F,20,1.28,sham,Intermediate,-0.187,-0.01,,,,26.0,post,3,114.2,516,164,96,7,7.4,29.4,122.8
GB069,M,15,1.09,sham,Shy,-0.475,-0.422,,,,26.0,pre,1,40.7,219,128,62,9,24.6,47.7,56.8
GB069,M,15,1.09,sham,Shy,-0.475,-0.422,,,,26.0,pre,2,38.0,247,92,56,6,16.8,61.9,114.2
